"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"TRAVARISCADET","RB","yahoo","Travaris Cadet","NE",129,485,0,0,0,2.8,11,0.1,2.5,3.2,19.5,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07
"MALCOLMJOHNSON","RB","yahoo","Malcolm Johnson","CLE",130,486,0,0,0,0,0,0,3.4,4.5,29.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
"GUSJOHNSON","RB","yahoo","Gus Johnson","DAL",131,487,0,0,0,2.3,8.8,0.1,2,2.5,16.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58
"MYLESWHITE","WR","yahoo","Myles White","GB",158,488,0,0,0,0,0,0,1.6,2.5,25.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55
"DURONCARTER","WR","yahoo","Duron Carter","IND",159,489,0,0,0,0,0,0,1.8,2.9,23,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47
"KENNARDBACKMAN","TE","yahoo","Kennard Backman","GB",85,490,0,0,0,0,0,0,1.8,2.5,20.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37
"JAYPROSCH","RB","yahoo","Jay Prosch","HOU",132,491,0,0,0,2.3,7.3,0.1,1.9,2.5,16.6,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34
"ADRIENROBINSON","TE","yahoo","Adrien Robinson","NYG",86,492,0,0,0,0,0,0,1.9,2.9,21.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32
"ERICWEEMS","WR","yahoo","Eric Weems","ATL",160,493,0,0,0,0,0,0,1.8,2.8,24.5,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29
"TREMCBRIDE","WR","yahoo","Tre McBride","TEN",161,494,0,0,0,0,0,0,1.5,2.4,19.7,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23
"IFEANYIMOMAH","TE","yahoo","Ifeanyi Momah","ARZ",87,495,0,0,0,0,0,0,1.9,2.7,22.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23
"TREYBURTON","TE","yahoo","Trey Burton","PHI",88,496,0,0,0,0,0,0,1.8,2.6,20.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07
"BEARPASCOE","TE","yahoo","Bear Pascoe","CHI",89,497,0,0,0,0,0,0,1.9,2.8,21,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04
"NICKBOYLE","TE","yahoo","Nick Boyle","BAL",90,498,0,0,0,0,0,0,1.8,2.6,20.4,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04
"SEYIAJIROTUTU","WR","yahoo","Seyi Ajirotutu","PHI",162,499,0,0,0,0,0,0,1.6,2.6,20.6,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"DARRENWALLER","WR","yahoo","Darren Waller","BAL",163,500,0,0,0,0,0,0,1.7,2.6,21,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88
"TIMWRIGHT","TE","yahoo","Tim Wright","TB",91,501,0,0,0,0,0,0,1.8,2.6,20.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77
"CHASEFORD","TE","yahoo","Chase Ford","MIN",92,502,0,0,0,0,0,0,1.7,2.4,19.5,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72
"CJUZOMAH","TE","yahoo","C.J. Uzomah","CIN",93,503,0,0,0,0,0,0,1.7,2.4,19.5,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"BRANDONWILLIAMS","TE","yahoo","Brandon Williams","CAR",94,504,0,0,0,0,0,0,1.6,2.4,17.9,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66
"SHAUNDRAUGHN","RB","yahoo","Shaun Draughn","CLE",133,505,0,0,0,4.5,17.8,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63
"BROCKOSWEILER","QB","yahoo","Brock Osweiler","DEN",51,506,19.8,0.1,0.1,2.3,7,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56
"BRENTONBERSIN","WR","yahoo","Brenton Bersin","CAR",164,507,0,0,0,0,0,0,1.4,2.4,18.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"ANTHONYMCCOY","TE","yahoo","Anthony McCoy","SEA",95,508,0,0,0,0,0,0,1.4,2.1,15.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54
"CHRISHARPER","WR","yahoo","Chris Harper","NE",165,509,0,0,0,0,0,0,1.4,2.2,18.4,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53
"MARCMARIANI","WR","yahoo","Marc Mariani","CHI",166,510,0,0,0,0,0,0,0.6,1,8.2,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53
"BOOBIEDIXON","RB","yahoo","Boobie Dixon","BUF",134,511,0,0,0,4.7,18.3,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52
"AARONDOBSON","WR","yahoo","Aaron Dobson","NE",167,512,0,0,0,0,0,0,1.4,2.2,18.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52
"JORDANTODMAN","RB","yahoo","Jordan Todman","CAR",135,513,0,0,0,4.5,17.6,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43
"THOMASRAWLS","RB","yahoo","Thomas Rawls","SEA",136,514,0,0,0,4.5,17.6,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42
"HENRYHYNOSKI","RB","yahoo","Henry Hynoski","NYG",137,515,0,0,0,4.2,13.4,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41
"DENARIUSMOORE","WR","yahoo","Denarius Moore","CIN",168,516,0,0,0,0,0,0,1.4,2.4,18.2,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41
"FITZGERALDTOUSSAINT","RB","yahoo","Fitzgerald Toussaint","BAL",138,517,0,0,0,4.2,16.5,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3
"NICKOLEARY","TE","yahoo","Nick O'Leary","BUF",96,518,0,0,0,0,0,0,1.4,2.2,16.2,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28
"BRUCEGRADKOWSKI","QB","yahoo","Bruce Gradkowski","PIT",52,519,38.3,0.2,0.2,0.2,0.7,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27
"EJBIBBS","TE","yahoo","E.J. Bibbs","CLE",97,520,0,0,0,0,0,0,1.5,2.3,16.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27
"JOHNCROCKETT","RB","yahoo","John Crockett","GB",139,521,0,0,0,4.1,16.1,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18
"VINCEMAYLE","WR","yahoo","Vince Mayle","CLE",169,522,0,0,0,0,0,0,1.3,2.3,16.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
"MIKEJAMES","RB","yahoo","Mike James","TB",140,523,0,0,0,3.8,14.6,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99
"MARQUISEGOODWIN","WR","yahoo","Marquise Goodwin","BUF",170,524,0,0,0,0,0,0,1.1,2,15,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96
"COREYGRANT","RB","yahoo","Corey Grant","JAC",141,525,0,0,0,3.7,14.3,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89
"BRANDONGIBSON","WR","yahoo","Brandon Gibson","NE",171,526,0,0,0,0,0,0,0.9,1.5,12.4,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7
"MATTHASSELBECK","QB","yahoo","Matt Hasselbeck","IND",53,527,23.2,0.2,0.1,0.1,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55
"CHASEREYNOLDS","RB","yahoo","Chase Reynolds","STL",142,528,0,0,0,2.5,9.7,0.1,0.2,0.3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55
"MARCUSEASLEY","WR","yahoo","Marcus Easley","BUF",172,529,0,0,0,0,0,0,0.9,1.5,11.6,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54
"RICHARDGORDON","TE","yahoo","Richard Gordon","KC",98,530,0,0,0,0,0,0,0.9,1.3,10.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45
"DEMETRIUSHARRIS","TE","yahoo","Demetrius Harris","KC",99,531,0,0,0,0,0,0,0.9,1.2,9.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37
"KENJONBARNER","RB","yahoo","Kenjon Barner","PHI",143,532,0,0,0,2.3,9.1,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36
"SCOTTTOLZIEN","QB","yahoo","Scott Tolzien","GB",54,533,20.1,0.2,0.1,0.2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34
"LUKEMCCOWN","QB","yahoo","Luke McCown","NO",55,534,21.4,0.1,0.1,0.2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32
"CEDRICPEERMAN","RB","yahoo","Cedric Peerman","CIN",144,535,0,0,0,2.3,9,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31
"KEVINNORWOOD","WR","yahoo","Kevin Norwood","SEA",173,536,0,0,0,0,0,0,0.7,1,9.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29
"DANORLOVSKY","QB","yahoo","Dan Orlovsky","DET",56,537,21.3,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28
"KELLENCLEMENS","QB","yahoo","Kellen Clemens","SD",57,538,21.1,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26
"MATTMOORE","QB","yahoo","Matt Moore","MIA",58,539,20.8,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25
"MIKEGLENNON","QB","yahoo","Mike Glennon","TB",59,540,21.8,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23
"TARVARISJACKSON","QB","yahoo","Tarvaris Jackson","SEA",60,541,17.6,0.1,0.1,0.1,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19
"RYANNASSIB","QB","yahoo","Ryan Nassib","NYG",61,542,20.2,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"TJYATES","QB","yahoo","T.J. Yates","ATL",62,543,20,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17
"MATTSCHAUB","QB","yahoo","Matt Schaub","BAL",63,544,19.5,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15
"SHAUNHILL","QB","yahoo","Shaun Hill","MIN",64,545,19.9,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13
"JARRYDHAYNE","RB","yahoo","Jarryd Hayne","SF",145,546,0,0,0,2.1,8.1,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12
"TREYWILLIAMS","RB","yahoo","Trey Williams","WAS",146,547,0,0,0,1.9,7.4,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09
"CHADHENNE","QB","yahoo","Chad Henne","JAC",65,548,19.1,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07
"CHRISTIANPONDER","QB","yahoo","Christian Ponder","OAK",66,549,19.3,0.1,0.1,0.2,0.7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05
"ZACHMETTENBERGER","QB","yahoo","Zach Mettenberger","TEN",67,550,19.3,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04
"SENORISEPERRY","RB","yahoo","Senorise Perry","CHI",147,551,0,0,0,1.9,7.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98
"AJMCCARRON","QB","yahoo","AJ McCarron","CIN",68,552,16.2,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"BRYCEPETTY","QB","yahoo","Bryce Petty","NYJ",69,553,4.7,0,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27
"RYANLINDLEY","QB","yahoo","Ryan Lindley","NE",70,554,4.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26
"PATDEVLIN","QB","yahoo","Pat Devlin","CLE",71,555,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DUSTINVAUGHAN","QB","yahoo","Dustin Vaughan","DAL",72,556,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CHARLIEWHITEHURST","QB","yahoo","Charlie Whitehurst","TEN",73,557,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"GARRETTGRAYSON","QB","yahoo","Garrett Grayson","NO",74,558,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CHASERETTIG","QB","yahoo","Chase Rettig","SD",75,559,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SEANMANNION","QB","yahoo","Sean Mannion","STL",76,560,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"STEPHENMORRIS","QB","yahoo","Stephen Morris","JAC",77,561,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TAJHBOYD","QB","yahoo","Tajh Boyd","PIT",78,562,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KEITHWENNING","QB","yahoo","Keith Wenning","CIN",79,563,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"GARRETTGILBERT","QB","yahoo","Garrett Gilbert","DET",80,564,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRYNRENNER","QB","yahoo","Bryn Renner","BAL",81,565,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SETHLOBATO","QB","yahoo","Seth Lobato","TB",82,566,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRETTHUNDLEY","QB","yahoo","Brett Hundley","GB",83,567,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CONNORSHAW","QB","yahoo","Connor Shaw","CLE",84,568,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TREVORSIEMIAN","QB","yahoo","Trevor Siemian","DEN",85,569,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DEVINGARDNER","QB","yahoo","Devin Gardner","PIT",86,570,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CODYFAJARDO","QB","yahoo","Cody Fajardo","OAK",87,571,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JERRYLOVELOCKE","QB","yahoo","Jerry Lovelocke","BAL",88,572,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAMEILLSHOWERS","QB","yahoo","Jameill Showers","DAL",89,573,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PHILLIPSIMS","QB","yahoo","Phillip Sims","ARZ",90,574,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"HUTSONMASON","QB","yahoo","Hutson Mason","WAS",91,575,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAKEHEAPS","QB","yahoo","Jake Heaps","NYJ",92,576,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANTHONYBOONE","QB","yahoo","Anthony Boone","DET",93,577,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CONNORHALLIDAY","QB","yahoo","Connor Halliday","WAS",94,578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SHANECARDEN","QB","yahoo","Shane Carden","CHI",95,579,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"COLESTOUDT","QB","yahoo","Cole Stoudt","SD",96,580,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TYLERMURPHY","QB","yahoo","Tyler Murphy","PIT",97,581,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRYANBENNETT","QB","yahoo","Bryan Bennett","IND",98,582,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DYLANTHOMPSON","QB","yahoo","Dylan Thompson","SF",99,583,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAKEWATERS","QB","yahoo","Jake Waters","SEA",100,584,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TAYLORHEINICKE","QB","yahoo","Taylor Heinicke","MIN",101,585,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DAVIDFALES","QB","yahoo","David Fales","CHI",102,586,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AARONMURRAY","QB","yahoo","Aaron Murray","KC",103,587,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ALEXTANNEY","QB","yahoo","Alex Tanney","TEN",104,588,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CASEKEENUM","QB","yahoo","Case Keenum","STL",105,589,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTBLANCHARD","QB","yahoo","Matt Blanchard","GB",106,590,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MIKEKAFKA","QB","yahoo","Mike Kafka","MIN",107,591,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TIMTEBOW","QB","yahoo","Tim Tebow","PHI",108,592,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTBARKLEY","QB","yahoo","Matt Barkley","PHI",109,593,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOSHFREEMAN","QB","yahoo","Josh Freeman","MIA",110,594,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KELLENMOORE","QB","yahoo","Kellen Moore","DET",111,595,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOEWEBB","QB","yahoo","Joe Webb","CAR",112,596,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RICKYSTANZI","QB","yahoo","Ricky Stanzi","NYG",113,597,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RJARCHER","QB","yahoo","R.J. Archer","SEA",114,598,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"THADDEUSLEWIS","QB","yahoo","Thaddeus Lewis","CLE",115,599,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CHANDLERHARNISH","QB","yahoo","Chandler Harnish","ARZ",116,600,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTSIMMS","QB","yahoo","Matt Simms","BUF",117,601,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"GJKINNE","QB","yahoo","G.J. Kinne","PHI",118,602,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JASONCAMPBELL","QB","yahoo","Jason Campbell","CIN",119,603,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"LANDRYJONES","QB","yahoo","Landry Jones","PIT",120,604,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTFLYNN","QB","yahoo","Matt Flynn","NYJ",121,605,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"REXGROSSMAN","QB","yahoo","Rex Grossman","ATL",122,606,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KYLEORTON","QB","yahoo","Kyle Orton","BUF",123,607,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOSHJOHNSON","QB","yahoo","Josh Johnson","NYJ",124,608,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"LOGANTHOMAS","QB","yahoo","Logan Thomas","ARZ",125,609,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MCLEODBETHELTHOMPSON","QB","yahoo","McLeod Bethel-Thompson","MIA",126,610,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTMCGLOIN","QB","yahoo","Matt McGloin","OAK",127,611,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TYLERBRAY","QB","yahoo","Tyler Bray","KC",128,612,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ZACDYSERT","QB","yahoo","Zac Dysert","DEN",129,613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRADSORENSEN","QB","yahoo","Brad Sorensen","SD",130,614,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BJDANIELS","QB","yahoo","B.J. Daniels","SEA",131,615,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SEANRENFREE","QB","yahoo","Sean Renfree","ATL",132,616,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JEFFTUEL","QB","yahoo","Jeff Tuel","JAC",133,617,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RYANGRIFFIN","QB","yahoo","Ryan Griffin","NO",134,618,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TOMSAVAGE","QB","yahoo","Tom Savage","HOU",135,619,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MICHAELDYER","RB","yahoo","Michael Dyer","OAK",148,620,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
