"name","pos","sourceName","name_fp","team_fp","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","fg","xp","points"
"DANIELHERRON","RB","fp","Daniel Herron","IND",56,220,NA,NA,NA,NA,NA,76.4,324.9,2.3,26.9,215.6,0.7,NA,NA,2.1,NA,NA,68
"DENARDROBINSON","RB","fp","Denard Robinson","JAC",57,221,NA,NA,NA,NA,NA,89.3,377.4,2.2,25.5,165.8,0.7,NA,NA,2.2,NA,NA,67.1
"BRIANHARTLINE","WR","fp","Brian Hartline","CLE",73,222,NA,NA,NA,NA,NA,0,0,0,39.2,542.7,2.2,NA,NA,0.3,NA,NA,67.1
"LANCEDUNBAR","RB","fp","Lance Dunbar","DAL",58,223,NA,NA,NA,NA,NA,66.9,277.2,1.4,28,258.6,1,NA,NA,1,NA,NA,65.9
"ERICEBRON","TE","fp","Eric Ebron","DET",25,224,NA,NA,NA,NA,NA,NA,NA,NA,45.6,486.5,3,NA,NA,0.5,NA,NA,65.9
"JOSHHILL","TE","fp","Josh Hill","NO",26,225,NA,NA,NA,NA,NA,NA,NA,NA,38,413.2,4,NA,NA,0.4,NA,NA,64.8
"NATEWASHINGTON","WR","fp","Nate Washington","HOU",74,226,NA,NA,NA,NA,NA,0,0,0,33.7,496.5,2.4,NA,NA,0.4,NA,NA,63.4
"ROBERTWOODS","WR","fp","Robert Woods","BUF",75,227,NA,NA,NA,NA,NA,0,0.1,0,36,454.7,3,NA,NA,0.7,NA,NA,62
"TAVONAUSTIN","WR","fp","Tavon Austin","STL",76,228,NA,NA,NA,NA,NA,18.9,155.5,0.4,35,342.8,1.6,NA,NA,0.3,NA,NA,61.5
"CECILSHORTS","WR","fp","Cecil Shorts","HOU",77,229,NA,NA,NA,NA,NA,0,0,0,39.3,500.4,2.3,NA,NA,1.1,NA,NA,61.4
"JAMESSTARKS","RB","fp","James Starks","GB",59,230,NA,NA,NA,NA,NA,78.9,336,1.7,18.7,142.5,0.7,NA,NA,0.9,NA,NA,60.8
"BENJAMINWATSON","TE","fp","Benjamin Watson","NO",27,231,NA,NA,NA,NA,NA,NA,NA,NA,41.7,435.8,3,NA,NA,0.4,NA,NA,60.8
"MYCHALRIVERA","TE","fp","Mychal Rivera","OAK",28,232,NA,NA,NA,NA,NA,NA,NA,NA,41.5,436.1,3.2,NA,NA,0.9,NA,NA,60.8
"DAMIENWILLIAMS","RB","fp","Damien Williams","MIA",60,233,NA,NA,NA,NA,NA,77.9,306.5,2,18,154.1,0.5,NA,NA,0.8,NA,NA,59.4
"MOHAMEDSANU","WR","fp","Mohamed Sanu","CIN",78,234,NA,NA,NA,NA,NA,4.6,30.7,0.1,33.3,403.7,2.7,NA,NA,0.2,NA,NA,59.4
"RYANMALLETT","QB","fp","Ryan Mallett","HOU",34,235,145.2,87.2,1049.2,5.3,4,14.8,35.5,0.3,NA,NA,NA,NA,NA,0.6,NA,NA,59.3
"LADARIUSGREEN","TE","fp","Ladarius Green","SD",29,236,NA,NA,NA,NA,NA,NA,NA,NA,33.8,417.7,2.9,NA,NA,0.2,NA,NA,58.9
"LEONARDHANKERSON","WR","fp","Leonard Hankerson","ATL",79,237,NA,NA,NA,NA,NA,0,0,0,32.8,408.5,3,NA,NA,0.3,NA,NA,58.4
"REGGIEWAYNE","WR","fp","Reggie Wayne","NE",80,238,NA,NA,NA,NA,NA,0,0,0,37.5,453.7,2.3,NA,NA,0.6,NA,NA,58.1
"JEFFCUMBERLAND","TE","fp","Jeff Cumberland","NYJ",30,239,NA,NA,NA,NA,NA,NA,NA,NA,33.8,386.7,3.2,NA,NA,0.3,NA,NA,57.5
"TERRANCEWEST","RB","fp","Terrance West","CLE",61,240,NA,NA,NA,NA,NA,82.5,342.1,2.1,13.3,98.1,0.5,NA,NA,1.4,NA,NA,56.7
"DONTEMONCRIEF","WR","fp","Donte Moncrief","IND",81,241,NA,NA,NA,NA,NA,2.5,15.9,0,28.5,390.5,2.7,NA,NA,0.3,NA,NA,56.4
"MARQISELEE","WR","fp","Marqise Lee","JAC",82,242,NA,NA,NA,NA,NA,0.5,1.8,0,38.4,459,1.8,NA,NA,0.4,NA,NA,56.2
"KAMARAIKEN","WR","fp","Kamar Aiken","BAL",83,243,NA,NA,NA,NA,NA,0,0,0,30,387.3,3,NA,NA,0.4,NA,NA,55.9
"TAYLORGABRIEL","WR","fp","Taylor Gabriel","CLE",84,244,NA,NA,NA,NA,NA,1.3,10.8,0,29.2,429.4,2,NA,NA,0.2,NA,NA,55.8
"BILALPOWELL","RB","fp","Bilal Powell","NYJ",62,245,NA,NA,NA,NA,NA,55,226.9,1.5,28.2,219,0.6,NA,NA,0.8,NA,NA,55.3
"JERICKMCKINNON","RB","fp","Jerick McKinnon","MIN",63,246,NA,NA,NA,NA,NA,60.4,284.8,1.6,23.4,155.9,0.4,NA,NA,0.6,NA,NA,54.6
"TYLERLOCKETT","WR","fp","Tyler Lockett","SEA",85,247,NA,NA,NA,NA,NA,1.1,7.4,0,28.8,408.1,2.3,NA,NA,0.4,NA,NA,54.5
"ANDREROBERTS","WR","fp","Andre Roberts","WAS",86,248,NA,NA,NA,NA,NA,1.3,6.9,0,34.5,435.7,2.2,NA,NA,1.4,NA,NA,54.4
"HARRYDOUGLAS","WR","fp","Harry Douglas","TEN",87,249,NA,NA,NA,NA,NA,0,0,0,35.4,431.3,2,NA,NA,0.4,NA,NA,54.4
"PHILLIPDORSETT","WR","fp","Phillip Dorsett","IND",88,250,NA,NA,NA,NA,NA,2,12.9,0,29,384.6,2.6,NA,NA,0.5,NA,NA,54.3
"JARIUSWRIGHT","WR","fp","Jarius Wright","MIN",89,251,NA,NA,NA,NA,NA,2.5,16.6,0,29.5,385,2.2,NA,NA,0.2,NA,NA,53
"JACOBTAMME","TE","fp","Jacob Tamme","ATL",31,252,NA,NA,NA,NA,NA,NA,NA,NA,38.3,391,2.6,NA,NA,0.9,NA,NA,53
"MAXXWILLIAMS","TE","fp","Maxx Williams","BAL",32,253,NA,NA,NA,NA,NA,NA,NA,NA,32.8,367.9,2.8,NA,NA,0.4,NA,NA,52.8
"DANNYAMENDOLA","WR","fp","Danny Amendola","NE",90,254,NA,NA,NA,NA,NA,0.1,0.1,0,36.8,378.4,2.5,NA,NA,0.3,NA,NA,52.1
"RODSTREATER","WR","fp","Rod Streater","OAK",91,255,NA,NA,NA,NA,NA,0,0.1,0,29.4,399.5,2.2,NA,NA,0.6,NA,NA,52
"JEFFJANIS","WR","fp","Jeff Janis","GB",92,256,NA,NA,NA,NA,NA,0,0,0,26.6,375,2.5,NA,NA,0.4,NA,NA,52
"JAMESWHITE","RB","fp","James White","NE",64,257,NA,NA,NA,NA,NA,45.8,189.4,1,27.5,212.4,1.2,NA,NA,0.8,NA,NA,51.8
"DEANGELOWILLIAMS","RB","fp","DeAngelo Williams","PIT",65,258,NA,NA,NA,NA,NA,82.8,341.8,1.6,11.6,98.6,0.2,NA,NA,1.8,NA,NA,51.3
"BRENTCELEK","TE","fp","Brent Celek","PHI",33,259,NA,NA,NA,NA,NA,NA,NA,NA,31.2,352.5,2.9,NA,NA,0.9,NA,NA,50.9
"DEXTERMCCLUSTER","RB","fp","Dexter McCluster","TEN",66,260,NA,NA,NA,NA,NA,39.3,154.7,0.7,30.8,261.6,1,NA,NA,0.8,NA,NA,50.3
"ROBERTTURBIN","RB","fp","Robert Turbin","SEA",67,261,NA,NA,NA,NA,NA,63.1,267.6,1.2,15.2,131.2,0.8,NA,NA,0.8,NA,NA,50
"RAYR","RB","fp","Ray R","ice",68,262,NA,NA,NA,NA,NA,67,275,2,14,100,0,NA,NA,0,NA,NA,49.5
"BENNYCUNNINGHAM","RB","fp","Benny Cunningham","STL",69,263,NA,NA,NA,NA,NA,41.3,166.1,0.9,28.5,229.3,0.9,NA,NA,0.6,NA,NA,49.2
"JAVORIUSALLEN","RB","fp","Javorius Allen","BAL",70,264,NA,NA,NA,NA,NA,64.5,282.8,1.8,13,102.3,0.3,NA,NA,1,NA,NA,49
"RILEYCOOPER","WR","fp","Riley Cooper","PHI",93,265,NA,NA,NA,NA,NA,0,0,0,27,363.7,2.3,NA,NA,0.6,NA,NA,49
"THEORIDDICK","RB","fp","Theo Riddick","DET",71,266,NA,NA,NA,NA,NA,28,106.8,0.5,29.1,254.5,1.9,NA,NA,0.7,NA,NA,48.6
"BRANDENOLIVER","RB","fp","Branden Oliver","SD",72,267,NA,NA,NA,NA,NA,65,254.9,2,13.2,104.9,0.3,NA,NA,0.6,NA,NA,48.6
"ANDREHOLMES","WR","fp","Andre Holmes","OAK",94,268,NA,NA,NA,NA,NA,0,0,0,23.3,364,2.1,NA,NA,0.2,NA,NA,48.5
"DEVINSMITH","WR","fp","Devin Smith","NYJ",95,269,NA,NA,NA,NA,NA,0.6,5,0,25.4,354.3,2.1,NA,NA,0.4,NA,NA,48
"CHRISCONLEY","WR","fp","Chris Conley","KC",96,270,NA,NA,NA,NA,NA,0,0,0,29,359.5,2.1,NA,NA,0.4,NA,NA,47.6
"GARRETTGRAHAM","TE","fp","Garrett Graham","HOU",34,271,NA,NA,NA,NA,NA,NA,NA,NA,32.1,338,2.4,NA,NA,0.6,NA,NA,46.8
"MIKETOLBERT","RB","fp","Mike Tolbert","CAR",73,272,NA,NA,NA,NA,NA,48.1,163.3,1.7,18.4,132.6,1,NA,NA,0.2,NA,NA,45.5
"CROCKETTGILLMORE","TE","fp","Crockett Gillmore","BAL",35,273,NA,NA,NA,NA,NA,NA,NA,NA,27.6,306.7,2.6,NA,NA,0.3,NA,NA,45.5
"JAELENSTRONG","WR","fp","Jaelen Strong","HOU",97,274,NA,NA,NA,NA,NA,0,0,0,26.2,352.3,1.8,NA,NA,0.5,NA,NA,45.4
"CORDARRELLEPATTERSON","WR","fp","Cordarrelle Patterson","MIN",98,275,NA,NA,NA,NA,NA,8.2,63.9,0.3,24.7,298.3,1.5,NA,NA,0.7,NA,NA,45.3
"ROBERTGRIFFIN","QB","fp","Robert Griffin III","WAS",35,276,96.8,60,705.8,3.7,2.8,14.7,83.3,0.5,NA,NA,NA,NA,NA,2,NA,NA,44.7
"CHRISJOHNSON","RB","fp","Chris Johnson","ARI",74,277,NA,NA,NA,NA,NA,60.7,247.7,1.4,13.1,98.9,0.6,NA,NA,1,NA,NA,44.6
"LANCEKENDRICKS","TE","fp","Lance Kendricks","STL",36,278,NA,NA,NA,NA,NA,NA,NA,NA,25.5,266.5,3,NA,NA,0.3,NA,NA,44.3
"ALBERTWILSON","WR","fp","Albert Wilson","KC",99,279,NA,NA,NA,NA,NA,0,0,0,26,342.3,1.7,NA,NA,0.3,NA,NA,44
"LOUISMURPHY","WR","fp","Louis Murphy","TB",100,280,NA,NA,NA,NA,NA,0,0,0,27.1,345.6,1.8,NA,NA,0.6,NA,NA,43.9
"STEDMANBAILEY","WR","fp","Stedman Bailey","STL",101,281,NA,NA,NA,NA,NA,0.1,0.7,0,26,340.8,1.6,NA,NA,0.2,NA,NA,43.5
"DORIALGREENBECKHAM","WR","fp","Dorial Green-Beckham","TEN",102,282,NA,NA,NA,NA,NA,0,0,0,23.3,315.7,2,NA,NA,0.2,NA,NA,43.2
"ANDREWQUARLESS","TE","fp","Andrew Quarless","GB",37,283,NA,NA,NA,NA,NA,NA,NA,NA,25.4,285.8,2.5,NA,NA,0.2,NA,NA,43.2
"HAKEEMNICKS","WR","fp","Hakeem Nicks","TEN",103,284,NA,NA,NA,NA,NA,0,0,0,25.8,330.1,1.6,NA,NA,0.2,NA,NA,42.4
"MONTEEBALL","RB","fp","Montee Ball","DEN",75,285,NA,NA,NA,NA,NA,57.5,236.1,1.9,8.1,58,0.4,NA,NA,0.7,NA,NA,41.5
"MARQUESSWILSON","WR","fp","Marquess Wilson","CHI",104,286,NA,NA,NA,NA,NA,0,0,0,27.1,313.6,1.8,NA,NA,0.3,NA,NA,41.5
"GAVINESCOBAR","TE","fp","Gavin Escobar","DAL",38,287,NA,NA,NA,NA,NA,NA,NA,NA,18.6,226.7,3.2,NA,NA,0.3,NA,NA,41.5
"JUSTINHUNTER","WR","fp","Justin Hunter","TEN",105,288,NA,NA,NA,NA,NA,0,0,0,18.9,310.6,1.6,NA,NA,0.2,NA,NA,40.3
"VIRGILGREEN","TE","fp","Virgil Green","DEN",39,289,NA,NA,NA,NA,NA,NA,NA,NA,26.6,267.1,2.3,NA,NA,0.3,NA,NA,39.7
"STEVANRIDLEY","RB","fp","Stevan Ridley","NYJ",76,290,NA,NA,NA,NA,NA,62.6,265,1.9,5.5,38.5,0.1,NA,NA,1.3,NA,NA,39.6
"ROBHOUSLER","TE","fp","Rob Housler","CLE",40,291,NA,NA,NA,NA,NA,NA,NA,NA,26.3,295,1.8,NA,NA,0.3,NA,NA,39.5
"KARLOSWILLIAMS","RB","fp","Karlos Williams","BUF",77,292,NA,NA,NA,NA,NA,52.2,215.1,1.5,11.3,87.5,0.3,NA,NA,1.3,NA,NA,38.9
"KEVINWHITE","WR","fp","Kevin White","CHI",106,293,NA,NA,NA,NA,NA,0,0,0,21.7,299.3,1.6,NA,NA,0.3,NA,NA,38.7
"CAMERONARTISPAYNE","RB","fp","Cameron Artis-Payne","CAR",78,294,NA,NA,NA,NA,NA,53.8,220.2,1.5,8.4,69.5,0.2,NA,NA,0.4,NA,NA,38.1
"JACQUIZZRODGERS","RB","fp","Jacquizz Rodgers","CHI",79,295,NA,NA,NA,NA,NA,45.6,178.1,1.1,18.1,124.8,0.5,NA,NA,0.9,NA,NA,37.9
"MARLONBROWN","WR","fp","Marlon Brown","BAL",107,296,NA,NA,NA,NA,NA,0,0.1,0,22.7,273.7,1.8,NA,NA,0.2,NA,NA,37.8
"MARCEDESLEWIS","TE","fp","Marcedes Lewis","JAC",41,297,NA,NA,NA,NA,NA,NA,NA,NA,22.6,259.6,2.1,NA,NA,0.6,NA,NA,37.3
"JEREMYKERLEY","WR","fp","Jeremy Kerley","NYJ",108,298,NA,NA,NA,NA,NA,1.4,8.9,0,22,271.5,1.6,NA,NA,0.2,NA,NA,37.2
"JUSTINHARDY","WR","fp","Justin Hardy","ATL",109,299,NA,NA,NA,NA,NA,0,0,0,21.7,273.9,1.5,NA,NA,0.2,NA,NA,36
"FREDJACKSON","RB","fp","Fred Jackson","BUF",80,300,NA,NA,NA,NA,NA,56,225,1,9,67,0,NA,NA,0,NA,NA,35.2
"TOBYGERHART","RB","fp","Toby Gerhart","JAC",81,301,NA,NA,NA,NA,NA,36.9,147.1,1.1,16,129.6,0.4,NA,NA,0.9,NA,NA,35.1
"QUINCYENUNWA","WR","fp","Quincy Enunwa","NYJ",110,302,NA,NA,NA,NA,NA,0,0,0,21.1,262.9,1.5,NA,NA,0.3,NA,NA,34.9
"SCOTTCHANDLER","TE","fp","Scott Chandler","NE",42,303,NA,NA,NA,NA,NA,NA,NA,NA,20.8,236.7,1.9,NA,NA,0.2,NA,NA,34.9
"TEDGINN","WR","fp","Ted Ginn","CAR",111,304,NA,NA,NA,NA,NA,3.2,20.2,0,18.5,264.7,1.5,NA,NA,1.3,NA,NA,34.8
"DARRENFELLS","TE","fp","Darren Fells","ARI",43,305,NA,NA,NA,NA,NA,NA,NA,NA,19.7,219.8,2.2,NA,NA,0.3,NA,NA,34.8
"BRANDONBOLDEN","RB","fp","Brandon Bolden","NE",82,306,NA,NA,NA,NA,NA,44.6,177.9,1.5,10.6,72,0.3,NA,NA,0.6,NA,NA,34.1
"CLIVEWALFORD","TE","fp","Clive Walford","OAK",44,307,NA,NA,NA,NA,NA,NA,NA,NA,20.4,236.7,1.7,NA,NA,0.2,NA,NA,33.4
"DIONSIMS","TE","fp","Dion Sims","MIA",45,308,NA,NA,NA,NA,NA,NA,NA,NA,21.2,234.6,1.7,NA,NA,0.3,NA,NA,33.3
"DEANTHONYTHOMAS","RB","fp","De'Anthony Thomas","KC",83,309,NA,NA,NA,NA,NA,12.3,71.3,0.2,24,180.5,1.1,NA,NA,0,NA,NA,33.2
"JOHNNYMANZIEL","QB","fp","Johnny Manziel","CLE",36,310,83.6,47.7,546.2,2.8,2.9,10.9,41,0.4,NA,NA,NA,NA,NA,0.8,NA,NA,32.1
"KHIRYROBINSON","RB","fp","Khiry Robinson","NO",84,311,NA,NA,NA,NA,NA,37.3,164.1,1.4,7.5,62.9,0.2,NA,NA,0.5,NA,NA,31.7
"QUINTONPATTON","WR","fp","Quinton Patton","SF",112,312,NA,NA,NA,NA,NA,1.2,7.5,0,20.7,264.4,1.1,NA,NA,1.3,NA,NA,31.3
"MARCELREECE","RB","fp","Marcel Reece","OAK",85,313,NA,NA,NA,NA,NA,18.9,77.7,0.5,20.4,175.6,0.7,NA,NA,0.7,NA,NA,31.1
"LUKEWILLSON","TE","fp","Luke Willson","SEA",46,314,NA,NA,NA,NA,NA,NA,NA,NA,16.6,216.4,1.6,NA,NA,0.1,NA,NA,31.1
"FOZZYWHITTAKER","RB","fp","Fozzy Whittaker","CAR",86,315,NA,NA,NA,NA,NA,36.1,143.2,0.7,8,81.9,0.9,NA,NA,0.8,NA,NA,30.6
"DEVINHESTER","WR","fp","Devin Hester","ATL",113,316,NA,NA,NA,NA,NA,3,18.9,0.1,19,244.1,1,NA,NA,1,NA,NA,30.5
"JERMAINEGRESHAM","TE","fp","Jermaine Gresham","ARI",47,317,NA,NA,NA,NA,NA,NA,NA,NA,22.4,217.4,1.6,NA,NA,0.6,NA,NA,30.1
"RYANGRANT","WR","fp","Ryan Grant","WAS",114,318,NA,NA,NA,NA,NA,0,0,0,16.2,239.4,1.1,NA,NA,0.3,NA,NA,29.9
"EJMANUEL","QB","fp","E.J. Manuel","BUF",37,319,72.6,42.9,483.3,3,2.2,8.9,32.2,0.1,NA,NA,NA,NA,NA,0.5,NA,NA,29.7
"COREYFULLER","WR","fp","Corey Fuller","DET",115,320,NA,NA,NA,NA,NA,1.3,8.8,0,16.7,240.1,1.2,NA,NA,1.4,NA,NA,29.5
"DANIELFELLS","TE","fp","Daniel Fells","NYG",48,321,NA,NA,NA,NA,NA,NA,NA,NA,17.5,195.4,2,NA,NA,1.2,NA,NA,29.3
"DEREKCARRIER","TE","fp","Derek Carrier","WAS",49,322,NA,NA,NA,NA,NA,NA,NA,NA,19.3,225.2,1.2,NA,NA,0.3,NA,NA,29.2
"JOSHROBINSON","RB","fp","Josh Robinson","IND",87,323,NA,NA,NA,NA,NA,44.3,185,0.7,7.6,59.8,0.1,NA,NA,0,NA,NA,29
"EDDICKSON","TE","fp","Ed Dickson","CAR",50,324,NA,NA,NA,NA,NA,NA,NA,NA,18.8,205.4,1.5,NA,NA,0.3,NA,NA,28.7
"DARRELYOUNG","RB","fp","Darrel Young","WAS",88,325,NA,NA,NA,NA,NA,8.4,35.3,1.5,9.2,83.5,1.3,NA,NA,0.1,NA,NA,28.5
"GARYBARNIDGE","TE","fp","Gary Barnidge","CLE",51,326,NA,NA,NA,NA,NA,NA,NA,NA,18,201,1.4,NA,NA,0.2,NA,NA,28
"JONATHANGRIMES","RB","fp","Jonathan Grimes","HOU",89,327,NA,NA,NA,NA,NA,34.2,136,0.6,9.4,82,0.4,NA,NA,0.4,NA,NA,27.4
"MATTSPAETH","TE","fp","Matt Spaeth","PIT",52,328,NA,NA,NA,NA,NA,NA,NA,NA,17.1,185.2,1.6,NA,NA,0.2,NA,NA,27.4
"JAMESOSHAUGHNESSY","TE","fp","James O'Shaughnessy","KC",53,329,NA,NA,NA,NA,NA,NA,NA,NA,19.7,190,1.5,NA,NA,0.3,NA,NA,27.2
"LAMICHAELJAMES","RB","fp","LaMichael James","MIA",90,330,NA,NA,NA,NA,NA,33.9,140.2,0.9,11,74.8,0.4,NA,NA,0.9,NA,NA,27.1
"JOSHHUFF","WR","fp","Josh Huff","PHI",116,331,NA,NA,NA,NA,NA,0.4,1.3,0,17.8,236.7,1.2,NA,NA,2,NA,NA,27
"RHETTELLISON","TE","fp","Rhett Ellison","MIN",54,332,NA,NA,NA,NA,NA,NA,NA,NA,16.6,191.8,1.3,NA,NA,0.1,NA,NA,26.7
"JASONAVANT","WR","fp","Jason Avant","KC",117,333,NA,NA,NA,NA,NA,0.2,0.3,0,20.4,213.9,0.8,NA,NA,0.2,NA,NA,25.8
"SHONNGRE","RB","fp","Shonn Gre","ene",91,334,NA,NA,NA,NA,NA,32.9,127.3,1.1,6.5,55,0.1,NA,NA,0,NA,NA,25.3
"BOBBYRAINEY","RB","fp","Bobby Rainey","TB",92,335,NA,NA,NA,NA,NA,30.2,128.3,0.8,10.1,78.6,0.1,NA,NA,0.5,NA,NA,25.3
"ANTONESMITH","RB","fp","Antone Smith","ATL",93,336,NA,NA,NA,NA,NA,23.6,118.6,0.8,7.4,65.1,0.4,NA,NA,0.2,NA,NA,25.1
"BRUCEMILLER","RB","fp","Bruce Miller","SF",94,337,NA,NA,NA,NA,NA,12.9,38.3,0.3,15.6,149.6,1,NA,NA,0.7,NA,NA,25
"CHRISMATTHEWS","WR","fp","Chris Matthews","SEA",118,338,NA,NA,NA,NA,NA,0,0,0,12.9,181.5,1.1,NA,NA,0.1,NA,NA,24.6
"CHRISGRAGG","TE","fp","Chris Gragg","BUF",55,339,NA,NA,NA,NA,NA,NA,NA,NA,15,161.3,1.5,NA,NA,0.4,NA,NA,24.6
"CHRISPOLK","RB","fp","Chris Polk","HOU",95,340,NA,NA,NA,NA,NA,32.5,143.2,1,4.9,40.4,0.1,NA,NA,0.3,NA,NA,24.5
"ANDRECALDWELL","WR","fp","Andre Caldwell","DEN",119,341,NA,NA,NA,NA,NA,0.1,0.7,0,14.5,193.8,0.9,NA,NA,0.2,NA,NA,24.3
"JAYAJAYI","RB","fp","Jay Ajayi","MIA",96,342,NA,NA,NA,NA,NA,31.4,129,0.7,9.1,67.1,0.1,NA,NA,0.1,NA,NA,24.2
"MATTASIATA","RB","fp","Matt Asiata","MIN",97,343,NA,NA,NA,NA,NA,18,76.8,0.8,12,89.8,0.5,NA,NA,0.2,NA,NA,23.9
"CJFIEDOROWICZ","TE","fp","C.J. Fiedorowicz","HOU",56,344,NA,NA,NA,NA,NA,NA,NA,NA,15.6,166.4,1.3,NA,NA,0.3,NA,NA,23.9
"JARONBROWN","WR","fp","Jaron Brown","ARI",120,345,NA,NA,NA,NA,NA,0,0,0,12.9,181.4,1,NA,NA,0.2,NA,NA,23.8
"SEANTAVIUSJONES","WR","fp","Seantavius Jones","NO",121,346,NA,NA,NA,NA,NA,0,0,0,11.6,179.5,1,NA,NA,0.1,NA,NA,23.7
"TONYMOEAKI","TE","fp","Tony Moeaki","ATL",57,347,NA,NA,NA,NA,NA,NA,NA,NA,12.8,155.4,1.4,NA,NA,0.2,NA,NA,23.6
"ANTHONYFASANO","TE","fp","Anthony Fasano","TEN",58,348,NA,NA,NA,NA,NA,NA,NA,NA,14.3,143.5,1.6,NA,NA,0.2,NA,NA,23.6
"JACOBYJONES","WR","fp","Jacoby Jones","SD",122,349,NA,NA,NA,NA,NA,0.3,0.3,0,15,193.9,1,NA,NA,0.9,NA,NA,23.3
"ZACHLINE","RB","fp","Zach Line","MIN",98,350,NA,NA,NA,NA,NA,17.4,86,0.6,11.8,94,0.3,NA,NA,0.1,NA,NA,23.2
"KENDALLHUNTER","RB","fp","Kendall Hunter","SF",99,351,NA,NA,NA,NA,NA,29.8,128.8,0.7,7.4,57.4,0.1,NA,NA,0.1,NA,NA,23.1
"BRUCEELLINGTON","WR","fp","Bruce Ellington","SF",123,352,NA,NA,NA,NA,NA,2.3,15,0,9.9,139.6,1.3,NA,NA,0.3,NA,NA,23.1
"AUSTINJOHNSON","RB","fp","Austin Johnson","NO",100,353,NA,NA,NA,NA,NA,12.1,37,0.2,10.8,91.4,1.4,NA,NA,0.1,NA,NA,22.2
"ROBERTHUG","RB","fp","Robert Hug","hes",101,354,NA,NA,NA,NA,NA,30.9,98.7,1.3,4.2,36.9,0.3,NA,NA,0.3,NA,NA,22.2
"JEREMYROSS","WR","fp","Jeremy Ross","DET",124,355,NA,NA,NA,NA,NA,0.1,0.3,0,13.4,179.9,1,NA,NA,1.1,NA,NA,22
"JEREMYLANGFORD","RB","fp","Jeremy Langford","CHI",102,356,NA,NA,NA,NA,NA,40.6,162.5,0.8,1.8,14.5,0,NA,NA,0.4,NA,NA,21.8
"BRANDONMYERS","TE","fp","Brandon Myers","TB",59,357,NA,NA,NA,NA,NA,NA,NA,NA,16.9,170,0.9,NA,NA,0.2,NA,NA,21.8
"JAMISONCROWDER","WR","fp","Jamison Crowder","WAS",125,358,NA,NA,NA,NA,NA,0,0,0,14.8,176.7,0.7,NA,NA,0.3,NA,NA,21.4
"MARKSANCHEZ","QB","fp","Mark Sanchez","PHI",38,359,47.4,29.4,350.5,2.4,1.8,5.5,14.6,0,NA,NA,NA,NA,NA,0.3,NA,NA,21.2
"RICARDOLOCKETTE","WR","fp","Ricardo Lockette","SEA",126,360,NA,NA,NA,NA,NA,0.3,2.1,0,11.3,155,0.9,NA,NA,0.1,NA,NA,21.1
"PRESTONPARKER","WR","fp","Preston Parker","NYG",127,361,NA,NA,NA,NA,NA,0,0,0,12.5,160,0.8,NA,NA,0.1,NA,NA,20.7
"DRIARCHER","RB","fp","Dri Archer","PIT",103,362,NA,NA,NA,NA,NA,17.8,65.4,0.2,12.8,101.1,0.5,NA,NA,0.3,NA,NA,20.5
"JOHNKUHN","RB","fp","John Kuhn","GB",104,363,NA,NA,NA,NA,NA,20.7,76.6,1.1,8.6,58.6,0.2,NA,NA,0.4,NA,NA,20.4
"KADEEMCAREY","RB","fp","Ka'Deem Carey","CHI",105,364,NA,NA,NA,NA,NA,23.6,104.4,0.5,6.9,59.5,0.2,NA,NA,0.1,NA,NA,20.4
"LEVINETOILOLO","TE","fp","Levine Toilolo","ATL",60,365,NA,NA,NA,NA,NA,NA,NA,NA,15.3,146.1,1,NA,NA,0.1,NA,NA,20.3
"RISHARDMATTHEWS","WR","fp","Rishard Matthews","MIA",128,366,NA,NA,NA,NA,NA,0.2,0.3,0,11.6,148.4,0.9,NA,NA,0.1,NA,NA,20.2
"DERRICKCOLEMAN","RB","fp","Derrick Coleman","SEA",106,367,NA,NA,NA,NA,NA,1.5,2.4,0,7.3,84.4,1.9,NA,NA,0,NA,NA,20.1
"CHRISHOGAN","WR","fp","Chris Hogan","BUF",129,368,NA,NA,NA,NA,NA,0,0,0,13.1,157.1,1.1,NA,NA,1.3,NA,NA,20.1
"SAMMIECOATES","WR","fp","Sammie Coates","PIT",130,369,NA,NA,NA,NA,NA,0,0,0,11.3,154.4,0.8,NA,NA,0.1,NA,NA,20
"JOSEPHFAURIA","TE","fp","Joseph Fauria","DET",61,370,NA,NA,NA,NA,NA,NA,NA,NA,9.3,109.8,1.5,NA,NA,0.1,NA,NA,20
"MICHAELCAMPANARO","WR","fp","Michael Campanaro","BAL",131,371,NA,NA,NA,NA,NA,2.1,14,0,10.7,139.5,0.7,NA,NA,0.3,NA,NA,19.5
"DENNISPITTA","TE","fp","Dennis Pitta","BAL",62,372,NA,NA,NA,NA,NA,NA,NA,NA,11.5,134.5,1,NA,NA,0,NA,NA,19.5
"BRANDONTATE","WR","fp","Brandon Tate","CIN",132,373,NA,NA,NA,NA,NA,0.5,3.6,0,14,171.9,0.6,NA,NA,1,NA,NA,19.2
"JEROMESIMPSON","WR","fp","Jerome Simpson","SF",133,374,NA,NA,NA,NA,NA,0,0,0,11.1,153.2,0.7,NA,NA,0.2,NA,NA,19
"PAULRICHARDSON","WR","fp","Paul Richardson","SEA",134,375,NA,NA,NA,NA,NA,0,0,0,10.5,148.8,0.7,NA,NA,0.1,NA,NA,19
