"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"RHETTELLISON","Rhett Ellison","TE",13.6886863664278,3.36551142906508,1,"MIN",441,NA,79,NA,NA,NA,NA,NA,20.6,10.1,NA,6.2,2.4,13.4,2.4,NA,NA,NA,16.6,8.6625,13.6886863664278,-103.043841714762,NA,7.03606356396746,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICARDOLOCKETTE","Ricardo Lockette","WR",15.8777497844863,4.60069389974226,1,"SEA",422,NA,172,NA,NA,32.7,NA,NA,22.9,NA,NA,11.4,NA,NA,NA,1.2,NA,NA,NA,11.6266666666667,15.8777497844863,-145.597681414355,NA,13.6905076604193,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICHARDGORDON","Richard Gordon","TE",2.64,5.87497531872811,1,"KC",585,NA,118,31.86,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,2.64,-114.09252808119,NA,20.5555941290929,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICHARDQUINN","Richard Quinn","TE",2.1,NA,1,"NO",596,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,2.1,2.1,-114.63252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RICHARDRODGERS","Richard Rodgers","TE",37.1246674926697,3.90407828501112,1,"GB",310,184.2,54,NA,NA,NA,NA,NA,18.75,40.3,37.5,37.4,47.4,55.4,33,NA,NA,NA,16.2,35.5526785714286,37.1246674926697,-79.6078605885204,10.2,13.2400754610495,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICHIEBROCKEL","Richie Brockel","TE",-4.595,3.44813471780633,1,"CAR",815,NA,158,-9.07,NA,NA,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.4175,-4.595,-121.32752808119,NA,7.48118974495367,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RICKYSTANZI","Ricky Stanzi","QB",0,NA,1,"JAX",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RILEYCOOPER","Riley Cooper","WR",119.5349441009,4.97166478076328,4,"PHI",129,115.5,44,126.75,116.9,126.6,121.6,NA,120.37,121.4,NA,110.8,109.9,117.7,120.4,103.8,140.5,NA,96,121.092948301698,119.5349441009,-41.9404870979413,21.5,11.1689053821714,1.3,6,3.65,6,116.3,2.3,109.3,7,110,98.7,12.2,3.65,1,3.17805383034795
"RISHARDMATTHEWS","Rishard Matthews","WR",24.3395533689825,3.96045989363438,1,"MIA",378,NA,158,24.89,NA,25,NA,NA,25.24,36.6,8.7,23.3,14.9,17,4.1,22.2,37.3,NA,NA,22.1840909090909,24.3395533689825,-137.135877829859,NA,10.2412995446689,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ROBBLANCHFLOWER","Rob Blanchflower","TE",1.3,2.0857439423835,1,"PIT",611,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.4,NA,NA,NA,NA,NA,1.3,1.3,-115.43252808119,NA,0.14142135623731,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTGRIFFIN","Robert Griffin III","QB",373.576942166517,4.57300203814824,15,"WAS",7,71.6,7,340.94,371.32,336.4,345.06,340.2,346.864,322.96,330.68,337.52,355.3,331.08,345,305.24,344.2,NA,315.88,371.388416666667,373.576942166517,5.09029934242187,14,15.8828306077439,4.9,18,11.45,18,59.2,10.3,61.4,15,62,78.8,9.9,11.45,1,7.09174211509515
"ROBERTHERRON","Robert Herron","WR",27.600056695934,5.01486010730193,1,"TB",356,NA,148,NA,54.3,22.6,NA,NA,38.45,20.1,NA,NA,38.3,24.5,2.9,NA,NA,NA,16.2,27.3208928571429,27.600056695934,-133.875374502908,NA,15.9217940818777,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTHOUSLER","Robert Housler","TE",31.375,4.36387065682117,1,"ARI",334,NA,58,NA,NA,NA,NA,NA,41.4,41.8,20.1,NA,NA,NA,NA,NA,NA,NA,NA,34.4333333333333,31.375,-85.3575280811901,NA,12.4146418930766,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTHUGHES","Robert Hughes","RB",1.37,3.14494370709085,1,NA,608,NA,183,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,4.0325,1.37,-208.99909092569,NA,5.84777308041275,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTMEACHEM","Robert Meachem","WR",35.3796090603342,5.54229782514782,1,"NO",316,NA,126,NA,63.3,35.9,NA,NA,37.2,42.5,NA,16.8,NA,5.9,28,50.6,47,NA,8.31,26.2779120879121,35.3796090603342,-126.095822138507,NA,18.7633214602911,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ROBERTTURBIN","Robert Turbin","RB",64.7314744718405,8.07778013687995,1,"SEA",225,187,72,46.53,78,82.2,32.6,NA,59.8,87.6,29.1,51.4,72.6,40.1,77.5,79.9,70.5,NA,24.18,61.5178235930736,64.7314744718405,-145.637616453849,40.5,21.8128460613626,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ROBERTWOODS","Robert Woods","WR",97.940010486462,5.81408304665078,1,"BUF",165,160.8,62,65.99,87.1,112.1,82,NA,97.72,132.2,104.8,99,95.5,90.4,93,95.1,117.7,NA,83.34,99.6151352813853,97.940010486462,-63.5354207123796,24.7,16.4017914627279,1,1,1,1,NA,0,170,2,250,NA,NA,1,1,2.94443897916644
"ROBGRONKOWSKI","Rob Gronkowski","TE",159.475664294091,5.51451826862585,20,"NE",91,36.7,3,158.42,176.4,177.7,152.6,152.6,163.17,213.1,132.1,182.6,160,141.9,170,104.2,147.3,NA,165.5,162.370150641026,159.475664294091,42.7431362129007,15.1,24.7061271945317,15.3,23,19.15,23,43.2,21.7,35,26,31,28.9,5.6,19.15,20,10.1311807385489
"ROBHOUSLER","Rob Housler","TE",47.4738244368901,6.38434365086301,1,"ARI",274,NA,43,97.59,62.8,30.2,NA,NA,NA,NA,NA,29,31,50.4,31.5,63.7,66.8,NA,28.6,50.517,47.4738244368901,-69.2587036443,NA,23.2997741763019,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,1.79175946922805
"RODDYWHITE","Roddy White","WR",164.523566824608,4.33466394626723,24,"ATL",85,40.3,18,119.41,176.7,162.4,158.4,NA,166.59,175.4,177.9,164.6,166.9,163.7,167,133.4,167.1,NA,146.1,163.839130952381,164.523566824608,3.04813562576612,11.2,16.6783051158822,19.7,27,23.35,27,39.7,14.1,51,21,44,38.9,4.7,23.35,17,7.49443021503157
"RODNEYSMITH","Rodney Smith","WR",11.34,NA,1,"MIN",459,NA,185,NA,NA,NA,NA,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,11.34,-150.135431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"RODSTREATER","Rod Streater","WR",106.841134585546,5.70238194863836,1,"OAK",151,158.1,56,136.42,116.5,114.1,90.6,NA,100.39,95.6,83.3,119.3,106,85.6,123.8,99.2,97.7,NA,93.19,106.612246753247,106.841134585546,-54.6342966132952,24.4,15.5586085142952,1,1,1,1,NA,0,170,2,237,NA,NA,1,1,4.14313472639153
"RONNIEBROWN","Ronnie Brown","RB",28.0334467025668,5.29288115527089,1,"HOU",352,NA,105,-0.03,NA,NA,40.6,NA,40.2,11.9,NA,NA,12.2,25.4,1.4,NA,46.6,NA,16.82,22.7095555555556,28.0334467025668,-182.335644223123,NA,17.4196096397135,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"RONNIEHILLMAN","Ronnie Hillman","RB",91.0402410932544,6.84955808069846,1,"DEN",176,164.8,56,116.82,127.4,88.2,66.5,NA,84.4,104.1,113.1,58.7,80.8,72.8,81.6,109.4,84.2,NA,62.3,92.0109090909091,91.0402410932544,-119.328849832435,29.7,21.5525643154458,1,1,1,1,NA,0,170,2,208,NA,NA,1,1,0
"RONNIEWINGO","Ronnie Wingo","RB",0.1,NA,1,"BUF",646,NA,201,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-210.26909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"ROYHELU","Roy Helu","RB",87.7475125311159,5.09576405844744,1,"WAS",185,173,60,42.62,102.6,80.4,112.1,NA,93.62,107.1,78.5,68,82.3,79.9,94,86.5,83.9,NA,67.5,88.6064415584416,87.7475125311159,-122.621578394574,17,17.911725179365,1,1,1,1,NA,1.1,147.4,2,230,NA,NA,1,1,0
"RUEBENRANDLE","Rueben Randle","WR",128.086841477832,4.59897124339578,5,"NYG",118,93.6,37,109.68,131.8,140.2,106.1,NA,126.2,118.8,119.9,129,142.2,135.6,110.8,109.7,125,NA,128.2,125.994761904762,128.086841477832,-33.3885897210096,17.7,11.7179821426091,1.1,7,4.05,7,113.2,1.2,137.3,6,124,98.9,9.9,4.05,1,4.94875989037817
"RUSSELLSHEPARD","Russell Shepard","WR",3.15,NA,1,"TB",573,NA,221,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,3.15,-158.325431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"RUSSELLWILSON","Russell Wilson","QB",356.250904827623,6.43713027093376,7,"SEA",13,93.9,13,386.36,337.74,315.2,336.66,NA,326.442,349.28,337.14,341.64,350,317.06,356,275.84,329.58,NA,293.14,359.973591125541,356.250904827623,-12.235737996472,21.4,27.0791812872327,2.1,8,5.05,8,100.1,5.6,69.1,9,93,107.6,12.7,5.05,1,8.40200678160712
"RUSTYSMITH","Rusty Smith","QB",0,NA,1,"TEN",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RYANBROYLES","Ryan Broyles","WR",30.8114364566065,5.19139367650221,1,"DET",337,NA,139,22.93,62.6,35.9,NA,NA,36.78,10.7,NA,27.9,28.6,20.4,21.6,44.1,62.1,NA,14.7,30.5765906593407,30.8114364566065,-130.663994742235,NA,16.8728541845573,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANFITZPATRICK","Ryan Fitzpatrick","QB",227.497474826265,7.144507623282,1,"HOU",47,181.7,29,248.68,225.84,105.92,189.6,NA,170.088,191.82,178.2,232.64,228.8,170.58,188.9,269.46,179.32,NA,210.34,229.478503030303,227.497474826265,-140.98916799783,16.3,40.8274825743963,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,1.38629436111989
"RYANGRANT","Ryan Grant","WR",8.1,3.42283142227085,1,"WAS",501,NA,198,NA,NA,NA,NA,NA,7.59,NA,NA,21.4,2.9,4.7,11.5,NA,NA,NA,NA,9.618,8.1,-153.375431198842,NA,7.34487031880074,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RYANGRIFFIN","Ryan Griffin","TE",40.9341570550834,5.5544102552541,1,"HOU",295,NA,48,NA,59.7,NA,69.8,NA,41.21,72.1,22.1,21.8,33,35.9,36.6,36.6,43.3,NA,11,41.4719444444444,40.9341570550834,-75.7983710261067,NA,18.8285761825106,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1,0
"RYANLINDLEY","Ryan Lindley","QB",-1.5,NA,1,"ARI",805,NA,122,NA,NA,NA,NA,NA,NA,-3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26333333333333,-1.5,-369.986642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RYANMALLETT","Ryan Mallett","QB",1.11297507838857,2.60706484874583,1,"NE",617,NA,73,0.52,NA,NA,NA,NA,0.67,1.48,0.68,NA,1.2,8.08,NA,NA,NA,NA,NA,1.84607142857143,1.11297507838857,-367.373667745707,NA,2.94999491524986,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANMATHEWS","Ryan Mathews","RB",223.144083201009,4.55412245889575,32,"SD",48,37.8,17,210.54,236.8,222.7,215.9,NA,222.59,214.8,216.8,223.4,230,226.7,242.3,198.1,181.1,NA,157.5,223.972346320346,223.144083201009,12.7749922753197,8.4,22.4064628260158,23.3,33,28.15,33,40.1,16.5,46.5,22,42,45,6.5,28.15,18,7.84424071814181
"RYANNASSIB","Ryan Nassib","QB",3.48370017131392,2.71364784222584,1,"NYG",567,NA,64,NA,NA,NA,NA,NA,NA,-2.12,NA,6.42,2.8,1.54,NA,NA,NA,NA,NA,1.73904761904762,3.48370017131392,-365.002942652781,NA,3.52420203734122,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANTANNEHILL","Ryan Tannehill","QB",309.846591250491,5.61089025863235,2,"MIA",21,134.9,19,237.93,294.58,300.36,269.18,NA,282.658,253.04,272.7,276.6,301,280.2,284,285.1,302.82,NA,273.84,312.739435930736,309.846591250491,-58.6400515736047,21.3,18.2967069084113,1,1,1,1,133.7,2.4,131.3,5,163,NA,NA,1,1,1.79175946922805
"RYANTAYLOR","Ryan Taylor","TE",5.51011203833151,3.0806540806459,1,"GB",545,NA,101,NA,NA,NA,NA,NA,7.8,2.2,NA,NA,NA,2.2,NA,NA,NA,NA,13.72,3.2775,5.51011203833151,-111.222416042859,NA,5.50141799902534,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANWHALEN","Ryan Whalen","WR",0.85,3.91670264345753,1,"CIN",622,NA,235,NA,NA,NA,NA,NA,15.85,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,4.3875,0.85,-160.625431198842,NA,10.0055609537896,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RYANWILLIAMS","Ryan Williams","RB",11.2999919572161,3.5273997450352,1,"DAL",460,NA,139,NA,28.9,NA,14.2,NA,11.9,20,9.3,10.7,3,9.8,4.7,NA,NA,NA,NA,10.44,11.2999919572161,-199.069098968474,NA,7.90822356790702,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SAMBRADFORD","Sam Bradford","QB",294.711757364408,5.96376000384173,1,"STL",25,161.9,21,274.29,290.82,310.66,216.14,NA,269.028,288.4,244.3,255.9,279.4,256.86,249.5,287.4,279.7,NA,238.06,297.915092857143,294.711757364408,-73.7748854596877,18.8,25.1019707001854,1.3,0,0.65,1.3,124.8,0,140,3,173,NA,NA,0.65,1,2.94443897916644
"SAMMYWATKINS","Sammy Watkins","WR",136.867003302998,4.54394721723683,5,"BUF",110,99.2,36,NA,127.7,140.5,143.9,NA,134.64,164.6,124.6,133.3,129.6,135.3,127,112.6,135.7,NA,115.9,134.996877289377,136.867003302998,-24.6084278958436,16.1,13.0471234672333,1.8,7,4.4,7,104.6,6.9,85.8,9,95,80.3,8,4.4,1,7.04141166379481
"SANTANAMOSS","Santana Moss","WR",31.2695964372856,5.57814306975453,1,"WAS",335,NA,137,49.4,58.8,39.5,NA,NA,40.97,46.6,17.9,24.2,2.4,23.7,4.1,2.1,34.8,NA,14.49,29.3134065934066,31.2695964372856,-130.205834761556,NA,18.9564347710947,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"SANTONIOHOLMES","Santonio Holmes","WR",32.8390977792427,5.73501512522458,1,"CHI",328,NA,133,69.86,NA,49.7,NA,NA,24.85,NA,NA,22.6,42,22,20.2,NA,62,NA,17.4,37.1288571428571,32.8390977792427,-128.636333419599,NA,19.8015700836519,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SCOTTCHANDLER","Scott Chandler","TE",70.7941328086728,7.40370513163498,1,"BUF",212,241,26,67.56,81.6,86.3,64.3,NA,79.15,92.7,85.6,57.2,53,52.1,51.1,60.7,63.9,NA,65.4,69.8309285714286,70.7941328086728,-45.9383952725173,41,13.9491685718595,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"SCOTTTOLZIEN","Scott Tolzien","QB",0,2.3416844059745,1,"GB",648,NA,75,2.97,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,0,-368.486642824095,NA,1.52027957955108,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"SEANMCGRATH","Sean McGrath","TE",0,2.89294078909356,1,"KC",648,NA,134,NA,NA,NA,NA,NA,12.75,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,3.83,0,-116.73252808119,NA,4.49012806053458,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"SEANRENFREE","Sean Renfree","QB",0,NA,1,"ATL",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SENECAWALLACE","Seneca Wallace","QB",0,NA,1,NA,648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"SEYIAJIROTUTU","Seyi Ajirotutu","WR",5.83705736397429,3.1769521510627,1,"SD",540,NA,214,NA,NA,NA,NA,NA,14.4,0.2,NA,11,NA,6.9,1.7,NA,NA,NA,NA,4.88571428571429,5.83705736397429,-155.638373834867,NA,6.02021594297082,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"SHANEVEREEN","Shane Vereen","RB",177.836609555587,5.44249447072617,14,"NE",72,53.9,29,227.97,219.8,200.2,181.7,NA,196.3,135.9,175.8,144.5,163,174.5,187.5,160.8,159.6,NA,135,181.553323593074,177.836609555587,-32.5324813701029,11.1,28.7351230213992,4.5,22,13.25,22,90.2,7.7,73.9,11,63,48.9,7.5,13.25,1,7.38087903556412
"SHAQEVANS","Shaq Evans","WR",-1.5,9.82958361000844,1,"NYJ",805,NA,283,NA,65.3,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9666666666667,-1.5,-162.975431198842,NA,41.8607214462436,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,1.6094379124341
"SHAUNCHAPAS","Shaun Chapas","RB",0,NA,1,"DET",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"SHAUNDRAUGHN","Shaun Draughn","RB",36.8609169236702,5.81884844140651,1,"CHI",312,NA,93,31.09,25.9,61.8,27,NA,33.2,2.7,NA,36.7,NA,10.1,61.3,NA,59.4,NA,17.84,31.7077142857143,36.8609169236702,-173.50817400202,NA,20.2532151880768,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SHAUNHILL","Shaun Hill","QB",27.2157654602929,4.96631936331987,1,"STL",359,NA,43,NA,37.66,28,46.64,NA,28.658,-0.96,1.16,5.72,8.6,11.24,24.9,NA,27.94,NA,NA,20.1469545454545,27.2157654602929,-341.270877363802,NA,15.6602848110638,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"SHONNGREENE","Shonn Greene","RB",115.525019268259,6.62789989520539,1,"TEN",136,138.8,45,187.41,NA,84,115.2,NA,107.63,91.1,114.7,90.7,112.6,99.4,150.6,110.3,109.7,NA,99.02,117.425418248418,115.525019268259,-94.8440716574302,22.6,27.6931805222134,1,1,1,1,NA,1.3,128.4,4,174,NA,NA,1,1,3.04452243772342
"SIDNEYRICE","Sidney Rice","WR",-1.68,21.1277144335534,1,"SEA",807,NA,284,182.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,32.1433333333333,-1.68,-163.155431198842,NA,102.728473170782,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,8.50835424274903
"SILASREDD","Silas Redd","RB",7.1,NA,1,"WAS",515,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,7.1,7.1,-203.26909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SKYEDAWSON","Skye Dawson","WR",1.2,2.45324819779621,1,"TB",612,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.2,NA,NA,NA,NA,1.8,1.2,-160.275431198842,NA,2.12132034355964,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"SPENCERWARE","Spencer Ware","RB",4.17147155680586,2.38793833949573,1,"SEA",561,NA,172,NA,NA,1.6,NA,NA,1.21,NA,NA,NA,4.2,2.6,5.4,NA,NA,NA,NA,3.002,4.17147155680586,-206.197619368884,NA,1.76946884685772,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"STANLEYHAVILI","Stanley Havili","RB",10.8499859313177,3.45447606798834,1,"IND",463,NA,142,20.72,20.1,8,NA,NA,14.05,22.9,NA,10.2,2.5,7,1.9,NA,NA,NA,14.76,12.4218888888889,10.8499859313177,-199.519104994372,NA,7.51535324814772,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"STEDMANBAILEY","Stedman Bailey","WR",46.5309368919212,6.36485204761045,1,"STL",276,NA,108,NA,NA,58.4,NA,NA,43.7,23.2,NA,42.8,97.7,50.2,43.8,NA,NA,NA,25.53,48.9792857142857,46.5309368919212,-114.94449430692,NA,23.1947647649206,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"STEPFANTAYLOR","Stepfan Taylor","RB",93.8505748950788,6.29147465837565,1,"ARI",172,173.7,54,NA,131.2,120.6,55.3,NA,113.08,123.1,76.9,83.7,113.2,80.5,89.5,88.8,72,NA,64.2,97.3256776556777,93.8505748950788,-116.518516030611,22.3,24.4286318980465,1,1,1,1,NA,0,170,1,232,NA,NA,1,1,0
"STEPHENBURTON","Stephen Burton","WR",0,NA,1,NA,648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"STEPHENHILL","Stephen Hill","WR",53.4499633451574,3.5287577187572,1,"NYJ",252,178,100,18,58.9,45.6,NA,NA,41.91,61.7,52.8,48.8,69.4,64.1,38.5,66.3,65.1,NA,21.9,47.4494805194805,53.4499633451574,-108.025467853684,4,16.6438706666818,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"STEPHENHOUSTON","Stephen Houston","RB",20.5,NA,1,"PIT",395,NA,116,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,20.5,-189.86909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"STEPHENWILLIAMS","Stephen Williams","WR",7.59,NA,1,"JAC",508,NA,201,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,7.59,-153.885431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"STEVANRIDLEY","Stevan Ridley","RB",181.35774726022,6.03497312501051,8,"NE",69,76,28,204.33,220.6,168.4,217.1,NA,194.38,171.2,183.3,192.5,168,160.5,175.1,146.2,127.4,NA,129.64,182.721687229437,181.35774726022,-29.0113436654701,16.2,28.9925566518165,2.2,12,7.1,12,99.7,7.2,78.3,10,82,73.3,8.6,7.1,1,8.37170488466763
"STEVEJOHNSON","Steve Johnson","WR",78.867288275705,5.46500229183041,1,"SF",199,162.8,77,100.88,89.7,63.3,92.6,NA,74.54,74,56.6,74.2,84.4,77.5,81,76.4,80.4,NA,61.4,79.7666233766234,78.867288275705,-82.6081429231366,25.1,12.1599996385194,1,1,1,1,NA,1.3,148.3,0,214,NA,NA,1,1,0
"STEVENJACKSON","Steven Jackson","RB",169.938743756454,6.19392944456919,6,"ATL",80,77.5,33,170.91,195.5,150.4,201,NA,182.45,112.8,160,162,164.7,181.3,170.4,152.7,146.5,NA,148.1,171.600522727273,169.938743756454,-40.4303471692361,23,22.5367161721529,2.5,8,5.25,8,107.6,8.5,73.2,13,88,79,8.4,5.25,1,6.75809450442773
"STEVESMITH","Steve Smith","WR",106.188624692996,4.41672233565415,1,"BAL",152,147.6,57,106.77,97.1,107.6,108.8,NA,102.87,103.1,107.5,104.6,106,108.2,122,91,112.1,NA,90,107.131535714286,106.188624692996,-55.2868065058458,19,8.19264196810665,1,1,1,1,NA,0.75,144.55,3,153,129.6,18.3,1,1,0
"STORMJOHNSON","Storm Johnson","RB",25.776258629706,5.15776857925969,1,"JAC",370,162.5,109,NA,44.9,15.3,22.2,NA,22.74,2.6,NA,16.6,31.7,37.3,NA,NA,NA,NA,12.43,23.5369444444444,25.776258629706,-184.592832295984,21.5,13.1741432358996,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"TAJHBOYD","Tajh Boyd","QB",0,NA,1,"NYJ",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"TANDONDOSS","Tandon Doss","WR",8.20990080541923,3.4996829636467,1,"JAX",499,NA,197,15.83,NA,NA,NA,NA,12.54,7.2,NA,9.2,NA,8.2,3.9,1,25.9,NA,NA,8.85393650793651,8.20990080541923,-153.265530393422,NA,7.75890168497725,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"TARVARISJACKSON","Tarvaris Jackson","QB",6.22505928488859,3.53145564590306,1,"SEA",528,NA,62,NA,NA,NA,NA,NA,4.38,20.88,NA,7.04,1.2,2.68,NA,NA,NA,NA,NA,6.68,6.22505928488859,-362.261583539207,NA,7.93007440065981,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"TASHARDCHOICE","Tashard Choice","RB",0,NA,1,NA,648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"TAURENPOOLE","Tauren Poole","RB",2.8,NA,1,"PIT",580,NA,177,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,-207.56909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"TAVARRESKING","Tavarres King","WR",17.5300053506267,4.221595160583,1,"CAR",406,NA,169,NA,NA,NA,NA,NA,24.46,NA,NA,32.6,7.2,6.5,2.9,NA,NA,NA,14.8,12.8338095238095,17.5300053506267,-143.945425848215,NA,11.6481443443437,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
