"name","name_ffc","pos","team_ffc","mean","sd","freq","mad","median"
"STEVEJOHNSON","Steve Johnson","WR","SD",125.313725490196,8.54417304134595,1,5.9304,127
"BRESHADPERRIMAN","Breshad Perriman","WR","BAL",127.797385620915,10.9420886771229,1,13.3434,128
"DEANGELOWILLIAMS","DeAngelo Williams","RB","PIT",128.130718954248,13.1800608523472,1,10.3782,135
"LADARIUSGREEN","Ladarius Green","TE","SD",128.428571428571,17.3458675447243,0.0457516339869281,16.3086,132
"BENJAMINWATSON","Benjamin Watson","TE","NO",129,0,0.0130718954248366,0,129
"DEVANTEPARKER","DeVante Parker","WR","MIA",129.065359477124,13.9656126640927,1,16.3086,132
"DARRENSPROLES","Darren Sproles","RB","PHI",129.535947712418,10.6232199396314,1,7.413,129
"ZACHERTZ","Zach Ertz","TE","PHI",130.18954248366,17.536379660388,1,14.826,138
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",130.267973856209,8.49841376593416,1,5.9304,127
"STLOUISRAMS","St.Louis ","DEF","STL",131.084967320261,9.81263669211225,1,11.8608,129
"BRIANQUICK","Brian Quick","WR","STL",131.320261437908,11.137680009634,1,11.8608,135
"MICHAELFLOYD","Michael Floyd","WR","ARI",132.21568627451,9.30217050396628,1,10.3782,135
"REGGIEBUSH","Reggie Bush","RB","SF",133.980392156863,14.0926538650626,1,8.8956,132
"CARSONPALMER","Carson Palmer","QB","ARI",134.111111111111,9.88362152751153,1,5.9304,138
"DAVIDJOHNSON","David Johnson","RB","ARI",135.326797385621,11.7570098046101,1,10.3782,137
"NEWYORKJETS","NYJets ","DEF","NYJ",138.993464052288,10.9619291900448,1,14.826,139
"KENNYBRITT","Kenny Britt","WR","STL",139.5,5.74456264653803,0.0392156862745098,8.1543,139.5
"TYMONTGOMERY","Ty Montgomery","WR","GB",140.078431372549,14.8174945267309,0.333333333333333,14.8174945267309,133
"PHILADELPHIAEAGLES","Philadelphia ","DEF","PHI",140.954248366013,13.5532174484026,1,17.7912,137
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",141.007407407407,23.1055429698169,0.882352941176471,20.7564,132
"ARIZONACARDINALS","Arizona ","DEF","ARI",141.071895424837,8.20164283836138,1,4.4478,139
"CHRISPOLK","Chris Polk","RB","HOU",141.4,10.8443533693808,0.0326797385620915,10.8443533693808,133
"DENVERBRONCOS","Denver ","DEF","DEN",141.758169934641,7.97292643789859,1,7.413,141
"MATTJONES","Matt Jones","RB","WAS",142.5,14.3608768050107,0.379084967320261,14.3608768050107,134
"JOEFLACCO","Joe Flacco","QB","BAL",144.261437908497,10.3282336209499,1,7.413,147
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",145.25,20.1444781515928,0.0522875816993464,2.9652,135
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",145.4,28.918275651682,0.0326797385620915,28.918275651682,123
"MONTEEBALL","Montee Ball","RB","DEN",148,13.1858510027479,0.738562091503268,8.8956,148
"MICHAELCRABTREE","Michael Crabtree","WR","OAK",148.555555555556,15.7687754917755,1,13.3434,145
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",148.627450980392,8.05870457225199,1,4.4478,150
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",149,0,0.261437908496732,0,149
"BRANDENOLIVER","Branden Oliver","RB","SD",149.142857142857,39.0243654516137,0.0457516339869281,28.1694,161
"REGGIEWAYNE","Reggie Wayne","WR","NE",149.240963855422,18.2172681060353,0.542483660130719,2.9652,135
"LEONARDHANKERSON","Leonard Hankerson","WR","ATL",151,0,0.0130718954248366,0,151
"DONTEMONCRIEF","Donte Moncrief","WR","IND",151.5,15.5011520309206,0.0261437908496732,21.4977,151.5
"COBYFLEENER","Coby Fleener","TE","IND",152.5,27.678347296956,0.0392156862745098,39.2889,152.5
"CODYLATIMER","Cody Latimer","WR","DEN",153.654867256637,11.4695887063753,0.738562091503268,5.9304,152
