"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"TONYROMO","Tony Romo","QB","DAL",11,366.974162976474,345.16,350.34,344.28,316.66,NA,331.31,307.54,312.96,318.2,315.4,314.08,346.9,319.3,341.68,NA,324.2,596.249976515185,380.625,216.75,22.9999628159218,365.057428571429,366.974162976474,84.7443124622509,14.9996311493111,11.3478,4.49633534785083
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",12,366.709835796637,330.49,363.74,356.5,325.72,344.24,346.54,358.4,338.62,348.88,349.8,333.18,344.9,310.36,340.22,NA,302.76,468.999955124644,278.499989630564,186.050014907135,88.3000471065701,369.338666666667,366.709835796637,94.5774008455808,16.9875877656375,11.3239,4.70439261036064
"RUSSELLWILSON","Russell Wilson","QB","SEA",13,360.67050295244,386.36,337.74,338.2,336.66,NA,333.942,349.28,337.14,341.64,350,317.06,356,307.56,329.58,NA,297.64,435.499954842163,277.325,157.000043200931,87.0000027770554,364.783571645022,360.67050295244,96.9438896718341,21.5169861716758,9.8413,5.01726829018514
"PHILIPRIVERS","Philip Rivers","QB","SD",14,351.495883608232,323.43,313.38,323.64,317.38,NA,312.914,296.8,312.66,311,304,310.32,324.9,325.92,322.02,NA,300.43,556,365,187.099976878817,27.4999788588307,349.946698484849,351.495883608232,104.343990336219,9.29774494342403,12.8239,4.0584241707001
"JAYCUTLER","Jay Cutler","QB","CHI",15,344.779560939357,307.53,348.18,323.88,298.12,NA,321.654,331.94,320.06,307.68,309.6,299.78,310.5,318.74,320.54,NA,293.52,553.949925958657,342.899957255752,209.5,32.000015293274,344.811571861472,344.779560939357,84.1475236561305,14.4590751851144,11.3652,4.44099158059362
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",16,335.382931895693,245.12,330.04,324.14,287.96,NA,310.462,311.24,304.08,294.52,307.2,289.5,309,329.56,309.96,NA,268.28,565.75,356.25,207.75,28.0000076763538,336.39410952381,335.382931895693,119.469861083149,23.3945134419764,12.7565,5.54529517609267
"ANDYDALTON","Andy Dalton","QB","CIN",17,327.791652288975,302.06,312.06,305.62,295.98,NA,299.14,292.36,291.2,300.36,309.4,300.24,296,299.86,310.2,NA,278.4,537,331.606859565879,206.05,51.0000358376668,331.238847402597,327.791652288975,122.034487618281,8.7947841685529,12.8826,4.01172677607041
"JAMAALCHARLES","Jamaal Charles","RB","KC",18,324.317188830308,361.97,354.2,308.5,312.9,323.2,321.61,331.4,313.1,322.1,322,332.5,373,233.9,241.8,NA,243.1,0,0,0,255.625,323.089907051282,324.317188830308,2.68680289913429,42.2482609729453,1.2913,6.25024059160212
"ALEXSMITH","Alex Smith","QB","KC",19,322.340296012301,306.42,308.96,274.86,260.58,NA,285.194,157.82,310.66,292.18,298.8,293.36,305.6,292.24,307.74,NA,305.58,534.29997961158,321.5,209,60.9999895888041,315.587360822511,322.340296012301,148,39.504088345107,18.8,7.93516887704933
"LESEANMCCOY","LeSean McCoy","RB","PHI",20,317.757134933109,389.73,345.2,301,313.6,322.2,318.74,306.6,322.8,309.1,307,315,312.7,284.7,250.6,NA,230.4,0,0,0,291.500039705262,321.271346153846,317.757134933109,1.77653513187034,36.4582318485662,1.1913,5.62512231815109
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",21,310.15623153404,237.93,294.58,293.56,269.18,NA,280.618,253.04,272.7,276.6,301,280.2,284,292.08,302.82,NA,276.82,560.850025789679,339.871742520475,222.399968304132,42.2500314377695,312.763972727273,310.15623153404,138.3,17.9906312541577,10.85,4.75725132570184
"ADRIANPETERSON","Adrian Peterson","RB","MIN",22,306.00999970716,289.11,314.8,281.2,323,305.3,302.36,338.2,309.8,300.8,313.4,297.6,310,240.1,249,NA,227.9,0,0,0,299.999983685518,305.725551282051,306.00999970716,2.52155224481578,31.4524032392409,1.2913,5.10571147728185
"MATTFORTE","Matt Forte","RB","CHI",23,304.258363584884,328.42,325.6,305,308.3,309.8,307.94,306.5,297.5,288.7,305,296.2,305.5,268.3,236.7,NA,223.9,0,0,0,275.260080645161,306.512461538462,304.258363584884,4.02075699617475,29.597861119634,1.5913,4.9429560604305
"CARSONPALMER","Carson Palmer","QB","ARI",24,299.038995727319,221.44,300.84,309.68,260.74,NA,282.404,256.42,256.5,253.64,260,262.54,258.5,283.54,306.3,NA,236.53,566.500026497965,354.606578947368,213.5,20.0000094168979,299.955818614719,299.038995727319,138.496847210994,25.7180765251573,9.90313461362419,5.46962734266381
"JOEFLACCO","Joe Flacco","QB","BAL",25,291.424712918515,203.67,283.82,256.96,253.5,NA,261.126,248.7,261.96,264.82,271.2,259.36,269.6,274.16,268.3,NA,253.02,573.8,340.125,230.000078292285,30.9999530742793,291.667527705628,291.424712918515,144.45,18.5581099312344,8,4.49579096941835
"SAMBRADFORD","Sam Bradford","QB","STL",26,287.98083312089,274.29,NA,NA,NA,NA,NA,NA,NA,255.9,279.4,256.86,249.5,NA,NA,NA,NA,509,300,208.5,30,246.20880952381,287.98083312089,170.5,12.9093299593743,0.5,3.05055876826297
"EDDIELACY","Eddie Lacy","RB","GB",27,287.769175323453,312.33,306.9,255.5,284.1,282.4,280.16,317.5,279.1,278.6,288.4,282.1,303.1,247.6,233.6,NA,221.8,0,0,0,287.999957122114,290.131057692308,287.769175323453,5.96649889269177,27.9685104733026,1.5413,4.76457701725344
"ELIMANNING","Eli Manning","QB","NYG",28,285.526328451711,174.96,271.34,265.98,265.18,NA,262.06,221.9,251.14,255.6,254.8,263.5,245.5,301.56,266.86,NA,229.33,558.5,331.925,222.500067173084,20.5000465289251,284.001258658009,285.526328451711,149.5,29.1842112684691,17.8,6.72825132544422
"JOSHMCCOWN","Josh McCown","QB","TB",29,267.882254916994,312.3,272,257.14,255.3,NA,243.934,206.72,188.66,219.38,204.6,263.72,228.5,320.82,197.34,NA,248.32,460,275.875,182.000013859836,27.4999763452278,273.43318008658,267.882254916994,153.3,40.2738579505339,22,8.37789581587104
"JAKELOCKER","Jake Locker","QB","TEN",30,267.14578303124,291.19,282.92,282.86,193.72,NA,237.55,172.92,157.36,250.6,232.4,259.32,233.3,282.12,291.14,NA,276.34,445,256.25,178,48.5,271.787883116883,267.14578303124,159.5,44.3533332122059,16.6,8.200994816498
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",31,266.106877734269,314.86,259.1,241.2,301.6,262.6,261.25,282.6,266.2,262.3,274.4,257.6,276.1,184.1,231.6,NA,203.5,0,0,0,274.24779908852,267.031644230769,266.106877734269,15.1713005838534,33.6577523370315,4.3739,5.68738364115593
"EJMANUEL","EJ Manuel","QB","BUF",32,265.96739820661,225.17,248.52,215.54,219.12,NA,229.486,238.72,253.22,246.9,236.2,264.54,249.6,282.22,261.12,NA,239.44,474.6,282.280314565132,195,78.7,269.084446536797,265.96739820661,176.9,18.4431288804557,16.3,5.42025454739846
"MONTEEBALL","Montee Ball","RB","DEN",33,261.696909343572,201.58,296.6,248.1,241.8,267.1,263.75,282.1,274.9,272.5,292.1,265,259.4,211.7,211.8,NA,194.1,0,0,0,249.456287755808,260.882580128205,261.696909343572,10.7899939601369,33.0488947009182,2.4913,5.41038420782461
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",34,260.437068400102,360.36,293.6,249.4,247.8,264,261.5,269.8,257.2,245.4,257.2,250.9,260.5,222.7,210.9,NA,200.5,0,0,0,230.779783958114,264.933576923077,260.437068400102,13.7004429232937,36.9127250222932,3.0413,5.88207780998005
"LEVEONBELL","Le'Veon Bell","RB","PIT",35,256.674758772408,274.52,259.2,241.4,263.7,264,253.82,246.9,260.5,241.5,247.9,255.7,258.4,210.2,200.6,NA,182.3,0,0,0,265.9999992115,255.126224358974,256.674758772408,27.8549224884236,26.094642982439,7.3152,5.2175013438501
"DOUGMARTIN","Doug Martin","RB","TB",36,254.503703238205,305.11,278.7,246.9,272.6,NA,261.12,258.4,256.6,227.1,236.5,228.1,258,219,200.2,NA,184.5,0,0,0,269.5,255.400537878788,254.503703238205,21.0674753372257,31.9593906215544,7.1565,5.82134670003796
"ARIANFOSTER","Arian Foster","RB","HOU",37,253.908470891809,244.16,258.4,234,239.5,NA,245.12,237,259.5,269.7,254,262.2,257.6,209.1,208.6,NA,192.2,0,0,0,252.05,251.116913419913,253.908470891809,25.7585464062815,23.0469603726301,6.6413,4.81835002380115
"CALVINJOHNSON","Calvin Johnson","WR","DET",38,244.831747342949,200.36,249.8,248.6,257.2,245.2,247.42,247.3,238.3,238.5,236,259.8,246,202,237.7,NA,203.8,0,0,0,0,241.145826923077,244.831747342949,5.77993758808134,19.3902662866364,1.3413,3.83257952782934
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",39,242.815679125724,206.13,287.7,246.8,234.9,253.3,254.37,211.6,250.2,251.1,266,253.9,269,198.7,212.1,NA,173.2,0,0,0,218.127462949465,246.086413461538,242.815679125724,18.5029192671633,31.0580069424632,6.1065,5.60729369428644
"GENOSMITH","Geno Smith","QB","NYJ",40,240.192228931925,194.31,240.74,211.98,215.72,NA,221.708,191.74,231.74,263.1,226.8,173.5,235.5,235.08,204.88,NA,223.72,430,248.000051191864,178.15,56.4999930600501,236.725826623377,240.192228931925,164.5,23.0082295324908,20.1,6.33305558818762
"ALFREDMORRIS","Alfred Morris","RB","WAS",41,239.64871910482,295.02,260.8,236,244.3,NA,242.42,224.4,237.6,232.8,235.2,231,237.6,235.5,189.3,NA,172.3,0,0,0,268.316182818205,242.357012987013,239.64871910482,29.5651298570566,28.5005202960026,5.3239,5.24784400985101
"ZACSTACY","Zac Stacy","RB","STL",42,238.377474260847,215.81,268.9,237.1,246.8,NA,252.34,247.4,267.9,223.5,230,230.2,233.5,178.7,185.4,NA,184.8,0,0,0,272.99999225195,239.203630952381,238.377474260847,27.7395309039662,29.0644378167615,6.0652,5.39128361121977
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",43,235.018808255014,248.68,225.84,157.92,189.6,NA,190.088,191.82,200.2,232.64,228.8,170.58,188.9,276.94,179.32,NA,211.42,443.35,271.5,173.500007902903,36.5000273533951,237.277654545455,235.018808255014,177.5,32.6148747255395,14.5,6.71955075183209
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",44,234.225314326325,284.49,231.6,244,236.6,237.5,237.82,251,242.1,225.1,228,229.3,252,167.5,217.3,NA,197.2,0,0,0,0,235.62408974359,234.225314326325,8.14589289309442,26.0573275865423,1.8913,4.60145928677126
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",45,230.449622489703,NA,284.52,173.46,200.74,NA,215.802,164.5,206.3,243.32,203.5,277.7,246,NA,161.28,NA,199.5,402.999992354769,232.5,163.1,69.99997242625,221.058153846154,230.449622489703,154.35,40.8325101058636,13.7,7.50046828716713
"ANDREELLINGTON","Andre Ellington","RB","ARI",46,228.415172196332,169.93,244,220.4,211.2,NA,229.02,264,246.3,213.9,223.1,219.7,235,189,190.6,NA,187.9,0,0,0,195.15,225.768176406926,228.415172196332,24.3126837125025,26.1725352754993,4.9326,4.95688320101448
"TOBYGERHART","Toby Gerhart","RB","JAC",47,226.663270147157,177.76,264.6,222.1,211.6,NA,239.09,259.2,262.8,218.8,229,223.6,249.5,162.9,173.5,NA,170.7,0,0,0,252.85544914831,226.485361471861,226.663270147157,42.0417052546809,35.5011420107288,5.6826,6.03049820226581
"RYANMATHEWS","Ryan Mathews","RB","SD",48,223.833087124262,210.54,236.8,224.2,215.9,NA,223.04,214.8,216.8,223.4,230,226.7,242.3,199,181.1,NA,157.7,0,0,0,255.104994741877,224.17567965368,223.833087124262,45.0184316488826,22.3787092695586,7.4152,4.83483945797916
"DEZBRYANT","Dez Bryant","WR","DAL",49,222.204591910153,307.88,217.3,224.3,225.7,216.2,219.2,239.3,212.4,215.5,220.5,219.6,229,184.2,213.1,NA,204.2,0,0,0,1.00000080706097,225.64761965812,222.204591910153,10.0866217032414,26.3912901938355,2.7826,4.73744755509419
"AJGREEN","A.J. Green","WR","CIN",50,213.28275079904,246.05,211.8,212.8,217.6,214.6,212.76,222.7,209.3,212.9,217.8,219.4,215.8,164.3,216.3,NA,181.2,0,0,0,0,215.642760683761,213.28275079904,14.8236863297765,18.254478302467,4.4652,4.06469980446437
"FRANKGORE","Frank Gore","RB","SF",51,213.251769584347,176.61,219.5,199.3,228.1,NA,216.3,254,231.2,200,199,200.2,212,147.9,176.5,NA,160.1,0,0,0,239.500046710836,210.141702380952,213.251769584347,51.2579122206563,28.8839136662835,9.1891,5.72467673680164
"REGGIEBUSH","Reggie Bush","RB","DET",52,212.534845120335,188.77,226.8,200.5,233,NA,212.35,217.6,202.8,219.9,239.4,209.2,230,188.1,186.2,NA,143.3,0,0,0,188.0501879049,213.255395021645,212.534845120335,39.8818401449567,25.1132740610605,6.7826,5.05335714409379
"RASHADJENNINGS","Rashad Jennings","RB","NYG",53,210.962709470749,210.1,212.9,200.3,209.4,NA,209.7,208.2,234.3,209.9,208,217.6,203.4,164.6,184.5,NA,158.7,0,0,0,208.406207972195,210.784738095238,210.962709470749,39.3991544191665,20.2024261408877,7.3913,4.60142243056022
"JULIOJONES","Julio Jones","WR","ATL",54,210.146692988748,233.65,209.6,221.1,214.2,215.9,219.68,229.1,228.1,200.9,203.4,213.5,200.8,168.4,202.6,NA,191.82,0,0,0,2.31240900088311,213.113317307692,210.146692988748,15.4985001006644,16.6043306169835,3.3326,3.76194475494684
"JIMMYGRAHAM","Jimmy Graham","TE","NO",55,209.556174852392,275.25,220.5,219.2,206.3,206.3,212.97,236.8,199,203.2,213,201.3,205,149.3,192.5,NA,183.9,0,0,0,0,212.323336538462,209.556174852392,9.53899738272599,26.876026722359,3.3739,4.85556526730782
"CHRISJOHNSON","Chris Johnson","RB","NYJ",56,208.573870863375,204.66,222.2,195.7,209,NA,209.87,258.6,228.5,204.3,202.6,196.4,237.5,189.3,167.4,NA,140.4,0,0,0,227.626339305073,210.248452380952,208.573870863375,61.7426213005838,28.8448530937497,10.4565,5.86356154725029
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",57,208.337116169388,218.43,209.3,217,214,212.6,209.81,226.6,195.6,202.3,209,198,214,167.9,202,NA,191,0,0,0,0,210.422870726496,208.337116169388,16.2582645460036,14.101386861886,2.0913,3.35651326234449
"CJSPILLER","C.J. Spiller","RB","BUF",58,208.299582482682,182.1,225.1,198.5,215.3,NA,206.58,232.4,197.2,213,226,220.1,210.1,171.5,178,NA,161.7,0,0,0,206.4,210.055911255411,208.299582482682,45.6977249849003,22.0156254699966,8.6239,4.93274847482199
"ANTONIOBROWN","Antonio Brown","WR","PIT",59,203.598223296329,183.23,205.3,191.7,213.6,206.5,206.19,201.4,208.8,197.9,198.2,192.2,207.4,168.1,188.9,NA,174.33,0,0,0,6.0000480186805,203.517121794872,203.598223296329,20.764384940608,13.1887950278149,3.8826,3.46191216137844
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",60,203.502000849738,200.81,198.1,185,210.7,204.6,202.71,198.2,193.4,199.6,201.5,191,197.8,140.9,185.6,NA,173.71,0,0,0,11.4999912635844,198.07881517094,203.502000849738,21.4220354338635,16.894305549504,4.1326,3.88296645746805
"JORDYNELSON","Jordy Nelson","WR","GB",61,202.742989274129,204.46,202.8,207.4,205,200.7,201.76,202.6,191.5,206.6,199.8,197.3,213,186.4,190,NA,167.9,0,0,0,0,201.62544017094,202.742989274129,18.2745419770485,10.9894558988323,3.7326,3.21182047862976
"MATTSCHAUB","Matt Schaub","QB","OAK",62,202.570829665637,205.17,218.52,156.42,142.1,NA,187.022,33.76,245.6,182.32,176.5,148.46,209,259.48,195.98,NA,80.46,444.64997537095,255.75,178.15,21,199.274112770563,202.570829665637,194.7,60.5960534071937,16,9.85526632985375
"JOIQUEBELL","Joique Bell","RB","DET",63,201.332737504506,178.85,236,200.9,213.9,NA,212.41,195.4,207.8,205.6,210,197.7,183.6,174.3,171.8,NA,139.9,0,0,0,173.999959348654,200.940877705628,201.332737504506,48.990648278639,23.6611638497618,6.4413,4.86089520088844
"RAYRICE","Ray Rice","RB","BAL",64,200.1216040436,197.62,213.7,196.7,219.3,NA,208.84,197.3,221.3,176.7,181.5,185.9,191,165.3,159.5,NA,144.6,0,0,0,199.325,198.78308008658,200.1216040436,59.3765149989934,22.8363254583473,13.4478,5.56413162197872
"BENTATE","Ben Tate","RB","CLE",65,198.044956659855,128.98,216.7,195,233.1,NA,204.17,238.4,188.2,186.1,198,195.9,183.5,153.7,164.9,NA,135.4,0,0,0,217.35,194.274493506494,198.044956659855,57.2318200120797,32.6376230432317,9.8065,6.19230187990189
"BISHOPSANKEY","Bishop Sankey","RB","TEN",66,196.535447279813,NA,227.6,193.4,172,NA,200.62,244.9,211.6,184,193.8,213,214,120.3,167.1,NA,105.8,0,0,0,215.5,197.693885447885,196.535447279813,71.3227702838736,39.7213509724546,18.6152,7.93734745689976
"TRENTRICHARDSON","Trent Richardson","RB","IND",67,190.605646541254,170.49,233,151,234.7,NA,201.98,218.9,217.2,191.9,196,188.3,174,117,157.2,NA,143.7,0,0,0,214.499949331959,194.00144047619,190.605646541254,75.2720958324945,35.0998254668339,15.9478,7.14637818886372
"RANDALLCOBB","Randall Cobb","WR","GB",68,188.288005845931,248.79,187,172.1,203,194.4,191.36,181.8,187.7,196.1,182.3,188.1,190.5,141,179,NA,161.26,0,0,0,8.5,193.721436965812,188.288005845931,26.4211999194685,22.925653275212,4.2239,4.53268646901216
"VINCENTJACKSON","Vincent Jackson","WR","TB",69,182.759378088905,307.22,184.5,176.2,187.5,NA,181.15,193,175.1,179.5,171.7,179.8,183,177.9,183.4,NA,160,0,0,0,0.75,192.681311688312,182.759378088905,35.0653110529495,35.0124084519245,4.07579909767108,5.79735766630837
"STEVANRIDLEY","Stevan Ridley","RB","NE",70,182.694043796166,204.33,220.6,166.4,217.1,NA,193.78,171.2,183.3,192.5,168,160.5,175.1,154.2,127.4,NA,131.94,0,0,0,208.900011461758,183.382377705628,182.694043796166,96.1096738473928,28.176608459602,15.3065,6.3400387471881
"SHANEVEREEN","Shane Vereen","RB","NE",71,179.262562654612,227.97,228.3,202.1,181.7,NA,200.02,135.9,175.8,144.5,163,174.5,187.5,153.6,170.1,NA,137.9,0,0,0,112.25,183.357786796537,179.262562654612,39.9994161465673,29.8629218170384,11.2391,6.05980894839923
"ANDREJOHNSON","Andre Johnson","WR","HOU",72,178.208829406376,169.85,185.2,174.7,198.7,NA,181.07,196,166.8,171,170,167.8,188.3,167.3,181.2,NA,149.1,0,0,0,0,180.365273809524,178.208829406376,36.7740386551238,13.1704971661815,5.2913,3.61894381974877
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",73,176.774787686799,177.94,201.6,177.3,159.7,NA,181.61,169.9,186,176.1,176,162.2,180.5,153.8,151,NA,131.4,0,0,0,191.882132820943,178.88291991342,176.774787686799,78.3130360378498,17.4701153464933,14.0391,5.06195783522791
"KEENANALLEN","Keenan Allen","WR","SD",74,174.389040343653,206.32,173.3,164.7,169.5,NA,169.52,173.1,177.1,167.6,174.6,179.3,185,143.5,179.6,NA,151.6,0,0,0,0,175.715090909091,174.389040343653,31.8636702234749,14.6859377308011,4.5826,3.69962747444362
"VICTORCRUZ","Victor Cruz","WR","NYG",75,172.696637084024,186.93,168.9,159.3,162.2,NA,167.02,195.5,183.6,170,159.9,169.6,192.1,171.3,181.1,NA,150.1,0,0,0,0,175.39442965368,172.696637084024,43.237326353936,13.3532791585331,8.6565,4.01808371395708
"CHADHENNE","Chad Henne","QB","JAC",76,172.177967368394,248.96,210.34,74,140.1,NA,140.65,157.94,148.64,159.16,110.8,114.46,91.5,275.04,158.58,NA,169.56,366.000011534558,213.875,152.6,17.9999575647879,177.423114718615,172.177967368394,201.1,56.2596917609132,19.3,9.76794878504424
"FREDJACKSON","Fred Jackson","RB","BUF",77,171.867194066355,166.94,194.1,170.6,147.5,NA,172.07,217.3,174.8,161.3,183,169.4,190.5,104.2,145.6,NA,124.2,0,0,0,160.88405851809,172.698987012987,171.867194066355,81.6450271793839,28.8297064150508,12.2891,6.06876431138364
"LAMARMILLER","Lamar Miller","RB","MIA",78,171.141743776077,113.81,182.2,161.5,111.3,NA,156.55,181.1,161.9,191.9,191.4,188.3,145.7,146.7,149.5,NA,130.9,0,0,0,172.104526276463,167.49250974026,171.141743776077,80.5548922891081,27.1050908401088,13.1478,5.98283231711756
"SHAUNHILL","Shaun Hill","QB","STL",79,171.053226158933,NA,224.06,209.4,171.82,NA,210.222,213.46,238.1,5.72,8.6,11.24,24.9,242.58,176.26,NA,209,234.000056351788,147.500021658283,92.9999886880321,19.0000246832077,152.970354978355,171.053226158933,180.9,97.1938964940305,15.1,13.6336430525427
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",80,169.80014278026,119.29,192.5,180.3,172.8,NA,179.53,173.7,163.4,160.9,156.4,167.9,165,164.2,174.8,NA,155.92,0,0,0,1.5,170.678801948052,169.80014278026,40.0023052144151,16.8442721865477,6.8652,4.18603551179768
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",81,169.095161512722,85.74,144.5,157.1,157.4,NA,169.67,195,177.8,164.4,157,160.8,162.1,124.3,181.1,NA,140.98,0,0,0,12.7499456156808,167.056090909091,169.095161512722,43.0834910408697,26.6669491800511,6.8326,5.22371340238248
"PERCYHARVIN","Percy Harvin","WR","SEA",82,168.405324357911,-0.03,146.4,126.2,148.5,NA,162.28,147.3,192.8,161.2,150.5,158.7,185,166.7,171.2,NA,135.2,0,0,0,16.2777595274327,157.685734848485,168.405324357911,50.0260720756996,45.8168719643038,8.5913,7.45237251223967
"STEVENJACKSON","Steven Jackson","RB","ATL",83,166.809948687928,170.91,195.5,139.4,201,NA,171.47,112.8,160,162,164.7,181.3,170.4,155.3,146.5,NA,148.1,0,0,0,174.571400664278,170.144572510823,166.809948687928,82.5658043084357,22.6463763202761,13.9326,5.59870363827205
"PIERREGARCON","Pierre Garcon","WR","WAS",84,166.356795268302,153.81,173.7,160.6,170.4,NA,166.86,177.6,159,164.6,169.8,173,166.1,125.6,171.8,NA,147.75,0,0,0,1.99992825196456,167.898295454545,166.356795268302,37.7819005435877,13.5037378626711,4.9913,3.62041758456624
"RODDYWHITE","Roddy White","WR","ATL",85,166.002486459264,119.41,176.7,163.4,158.4,NA,168.69,175.4,177.9,164.6,166.9,163.7,167,177.2,176.1,NA,146.1,0,0,0,0,167.660083333333,166.002486459264,37.9637104892289,15.6480607933829,7.0326,4.07810952463119
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",86,165.504177727715,NA,252.78,117.98,87.34,NA,143.356,142.9,82.3,144.36,188.8,172.14,175.1,NA,152.9,NA,114.56,299.5,177.45,117.5,31.5,154.520934065934,165.504177727715,191.9,46.7691141427435,27.9,9.73230800010429
"JULIUSTHOMAS","Julius Thomas","TE","DEN",87,164.54334615557,178.16,171.5,173.7,178.7,178.7,172.92,183.5,171.1,158,171,145.1,153,107.1,148.8,NA,127.6,0,0,0,0,163.964141025641,164.54334615557,31.0252466277431,21.6091058407815,4.4913,4.42328796694036
"MICHAELFLOYD","Michael Floyd","WR","ARI",88,162.625369941377,151.33,172.2,165,151.6,NA,166.5,174.8,175.1,160.5,167.4,158.9,155,137.7,160.9,NA,144,0,0,0,0,162.996265151515,162.625369941377,47.5302697805516,11.2459466934966,12.7543,4.25710956205023
"PIERRETHOMAS","Pierre Thomas","RB","NO",89,162.258746519201,184.26,193.9,172,154.3,NA,169.09,191.6,148.3,141.2,139,145.3,172.6,125.5,140.3,NA,119.4,0,0,0,124.25,161.948341991342,162.258746519201,68.6708073283672,23.850018695134,8.5826,5.12256203885463
