"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","nextBestAvg","dropOff"
"KEVINBROCK","Kevin Brock","TE","CIN",347,NA,115,2.43021586823252,NA,NA,NA,NA,NA,5.55,NA,NA,NA,NA,0.4,1,NA,NA,NA,NA,1.7375,2.43021586823252,-94.8518598954867,NA,2.81617352685046,2.50866939823515,2.2875,0.142715868232523
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",348,NA,141,27.7997512003481,88.82,55.2,NA,NA,NA,26.28,41.5,7.6,8.5,22,27.6,12,NA,16.9,NA,NA,30.562,27.7997512003481,-94.8835208645556,NA,25.3118435168642,7.76640785431794,27.3099369878792,0.489814212468961
"DREWDAVIS","Drew Davis","WR","ATL",349,NA,142,27.7104667063097,49,39.2,NA,NA,NA,32.59,15.6,23.7,36.3,18,26.5,30.5,12.7,25.3,NA,NA,28.0869696969697,27.7104667063097,-94.9728053585941,NA,10.8551943996662,4.38756739109417,26.6909705941598,1.01949611214988
"BENHARTSOCK","Ben Hartsock","TE",NA,350,NA,116,2.3,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,-94.9820757637192,NA,NA,NA,2.2525,0.0475000000000003
"DARRENFELLS","Darren Fells","TE","ARI",351,NA,117,2.275,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,2.275,2.275,-95.0070757637192,NA,2.51022907321224,2.4371633741855,2.20349237023822,0.0715076297617823
"RICHARDGORDON","Richard Gordon","TE","KC",352,NA,118,2.23,28.94,NA,NA,NA,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39,2.23,-95.0520757637192,NA,18.816111447374,6.2482107827335,2.12391074266591,0.106089257334095
"DJWILLIAMS","D.J. Williams","TE","NE",353,NA,119,2.17698474047644,-0.02,NA,NA,NA,NA,2.8,NA,NA,NA,1.5,2.2,NA,NA,NA,NA,NA,1.29,2.17698474047644,-95.1050910232427,NA,1.21556571192182,2.13457174898119,2.06761088157602,0.109373858900417
"MICHAELPALMER","Michael Palmer","TE","PIT",354,NA,120,2.07083674485537,NA,NA,NA,NA,NA,3.55,3.1,NA,NA,NA,0.9,1,NA,NA,NA,NA,1.425,2.07083674485537,-95.2112390188638,NA,1.38406105356664,2.17395285822711,1.88219250914833,0.188644235707043
"JUSTICECUNNINGHAM","Justice Cunningham","TE","STL",355,NA,121,2.06438501829666,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,1.3,1,NA,NA,NA,NA,1.5,2.06438501829666,-95.2176907454225,NA,1.47986485869487,2.19634433848466,1.625,0.439385018296663
"RICHARDQUINN","Richard Quinn","TE","NO",356,NA,122,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,1.7,1.7,-95.5820757637192,NA,NA,NA,1.50725162410974,0.192748375890264
"ACLEONARD","A.C. Leonard","TE","MIN",357,NA,123,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1.55,1.55,-95.7320757637192,NA,NA,NA,1.35725162410974,0.192748375890264
"JOEMORGAN","Joe Morgan","WR","NO",358,NA,143,26.9094072694487,NA,39.6,32.6,NA,NA,NA,NA,54.1,23.3,8,14,22,NA,NA,NA,NA,24.2,26.9094072694487,-95.773864795455,NA,15.7596380185647,5.53384495616422,26.4628245447079,0.446582724740807
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",359,NA,124,1.46450324821947,NA,NA,NA,NA,NA,4.05,1.2,NA,NA,NA,1.5,1,NA,NA,NA,NA,1.29166666666667,1.46450324821947,-95.8175725154997,NA,1.42324453274903,2.18311090888449,1.245,0.219503248219472
"JACKDOYLE","Jack Doyle","TE","IND",360,NA,125,1.25,NA,NA,NA,NA,NA,4.95,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8625,1.25,-96.0320757637192,NA,1.73241161390704,2.2553701326676,1.22000245771701,0.0299975422829879
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",361,NA,126,1.24,NA,NA,NA,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.24,-96.0420757637192,NA,NA,NA,1.20000245771701,0.0399975422829881
"BRANDONBARDEN","Brandon Barden","TE","JAX",362,NA,127,1.20000491543402,NA,NA,NA,NA,NA,3.08,-1.5,NA,NA,5,2.2,0.5,NA,NA,NA,NA,1.256,1.20000491543402,-96.0820708482852,NA,2.48005645097042,2.43011136122691,1.15,0.0500049154340239
"TEDBOLSER","Ted Bolser","TE","WAS",363,NA,128,1.2,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,-96.0820757637192,NA,NA,NA,1.05,0.15
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",364,NA,129,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,1.1,1.1,-96.1820757637192,NA,0.14142135623731,1.88352032047189,0.95,0.15
"RYANBROYLES","Ryan Broyles","WR","DET",365,NA,144,26.4725339188709,20.42,56.2,36.8,NA,NA,32.66,38.1,NA,24.7,25,18.6,19,2.1,62.1,NA,26.2,27.8167307692308,26.4725339188709,-96.2107381460329,NA,16.5808143967842,5.72577214148068,26.4065063074129,0.0660276114579652
"CHRISOWUSU","Chris Owusu","WR","TB",366,NA,145,26.4531151705449,16.68,NA,47.3,NA,NA,28.12,10.4,52.7,23.8,7.5,18.8,11,64.2,31.6,NA,20.4,25.4043356643357,26.4531151705449,-96.2301568943588,NA,18.1212230338469,6.08579990383504,25.8293496145162,0.623765556028751
"DCJEFFERSON","D.C. Jefferson","TE",NA,367,NA,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,-96.2820757637192,NA,NA,NA,0.877648614863347,0.122351385136653
"DEVIERPOSEY","DeVier Posey","WR","HOU",368,NA,146,26.3598974442809,NA,43.7,49.5,NA,NA,29.74,16.3,8.9,12.7,21,17.2,2,59.9,34.2,NA,19.9,22.3742857142857,26.3598974442809,-96.3233746206228,NA,17.5142733134141,5.94394225356524,24.98683847926,1.37305896502092
"GATORHOSKINS","Gator Hoskins","TE","MIA",369,NA,131,0.9,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.9,-96.3820757637192,NA,NA,NA,0.677648614863347,0.222351385136653
"JERONMASTRUD","Jeron Mastrud","TE","CHI",370,NA,132,0.855297229726694,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.7,NA,NA,NA,NA,0.705,0.855297229726694,-96.4267785339925,NA,0.294618397253125,1.91932587657511,0.4,0.455297229726694
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",371,183.4,65,57.6995515936605,NA,63.4,62.5,40.1,NA,51.75,14.7,33.8,62.9,87,59.5,67.5,100.4,72,NA,33.33,56.749010989011,57.6995515936605,-96.6754908427928,11.8,23.1431683722798,5.86372758111924,56.2924620899762,1.40708950368426
"MARCELJENSEN","Marcel Jensen","TE","JAX",372,NA,133,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.5,0.5,-96.7820757637192,NA,NA,NA,0.275,0.225
"ERIKSWOOPE","Erik Swoope","TE","IND",373,NA,134,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,0.3,0.3,-96.9820757637192,NA,NA,NA,0.25,0.05
"JAKEBALLARD","Jake Ballard","TE","ARI",374,NA,135,0.25,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,4.85,0.25,-97.0320757637192,NA,13.0107647738325,4.89137213467716,0.25,0
"MICHAELWILLIAMS","Michael Williams","TE","DET",374,NA,135,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.25,0.25,-97.0320757637192,NA,NA,NA,0.125,0.125
"NATHANOVERBAY","Nathan Overbay","TE","DET",374,NA,135,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.25,0.25,-97.0320757637192,NA,NA,NA,0,0.25
"ASAWATSON","Asa Watson","TE","NE",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"BRETTBRACKETT","Brett Brackett","TE","ARI",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"BRIANLEONHARDT","Brian Leonhardt","TE","OAK",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"CAMERONMORRAH","Cameron Morrah","TE","DEN",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"CHRISCOOLEY","Chris Cooley","TE","WAS",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"COLTLYERLA","Colt Lyerla","TE","GB",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"DANNYNOBLE","Danny Noble","TE","JAX",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"DAVIDTHOMAS","David Thomas","TE","NO",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"DUSTINKELLER","Dustin Keller","TE",NA,377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3.25,0,-97.2820757637192,NA,NA,NA,0,0
"FENDIONOBUN","Fendi Onobun","TE","JAX",377,NA,138,0,NA,NA,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4075,0,-97.2820757637192,NA,NA,NA,0,0
"JAKEOCONNELL","Jake OConnell","TE","DEN",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"JOELDREESSEN","Joel Dreessen","TE","DEN",377,NA,138,0,NA,NA,NA,NA,NA,12.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01333333333333,0,-97.2820757637192,NA,NA,NA,0,0
"KEAVONMILTON","Keavon Milton","TE","CLE",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"KEVINBOSS","Kevin Boss","TE",NA,377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"KORYSPERRY","Kory Sperry","TE","ARI",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"KYLEADAMS","Kyle Adams","TE","TB",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"MATTFURSTENBURG","Matt Furstenburg","TE","BAL",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"MIKELEACH","Mike Leach","TE","ARI",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"NATEBYHAM","Nate Byham","TE",NA,377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,0,0
"SEANMCGRATH","Sean McGrath","TE","KC",377,NA,138,0,NA,NA,NA,NA,NA,17.18,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,4.516,0,-97.2820757637192,NA,8.32971788237753,3.7973073539058,0,0
"TONYSCHEFFLER","Tony Scheffler","TE",NA,377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,-0.05,0.05
"TREYBURTON","Trey Burton","TE","PHI",377,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-97.2820757637192,NA,NA,NA,-0.1,0.1
"FREDDAVIS","Fred Davis","TE","WAS",399,NA,160,-0.1,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,-0.1,-97.3820757637192,NA,NA,NA,-0.14,0.04
"TOMCRABTREE","Tom Crabtree","TE","TB",399,NA,160,-0.1,13.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39333333333333,-0.1,-97.3820757637192,NA,NA,NA,-1.575,1.475
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",401,NA,147,25.2988017847515,NA,45.4,35,NA,NA,32.75,NA,10.4,9,NA,14.3,2.5,NA,NA,NA,NA,16.5944444444444,25.2988017847515,-97.3844702801522,NA,16.1871017141662,5.63375273005763,24.6041635695741,0.694638215177363
"DORINDICKERSON","Dorin Dickerson","TE","DET",402,NA,162,-0.18,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-0.18,-97.4620757637192,NA,NA,NA,NA,NA
"CJANDERSON","C.J. Anderson","RB","DEN",403,179.5,66,56.8348417823206,NA,71,24.5,74.6,NA,58.68,21.7,57,65.1,57,50.6,47.5,23.6,80.3,NA,33.74,51.3712087912088,56.8348417823206,-97.5402006541326,17,19.9303913016252,6.07119537248054,55.0001458725254,1.83469590979524
"BRANDONLLOYD","Brandon Lloyd","WR","SF",404,NA,148,24.6748751737684,3.44,43.1,38.2,NA,NA,31.21,51.5,NA,16.9,16,15.7,14,20.7,NA,NA,12.04,23.8868831168831,24.6748751737684,-98.0083968911353,NA,14.9482313335056,5.3442011654502,24.456605674074,0.218269499694458
"JOSHMORGAN","Josh Morgan","WR","CHI",405,NA,149,24.5334519653798,3.18,47.3,NA,NA,NA,20.74,37.7,11.4,11.3,6,28.5,23,57.5,30.1,NA,12.31,23.9753571428571,24.5334519653798,-98.1498200995239,NA,16.8846560028131,5.79678668326963,24.2051238222399,0.328328143139949
"NICKTOON","Nick Toon","WR","NO",406,NA,150,24.3797593827681,54.74,NA,26.9,NA,NA,18.08,11,8.8,37.3,21,30.6,6,73.1,22.5,NA,16.3,27.0397619047619,24.3797593827681,-98.3035126821356,NA,19.7527339112766,6.46712028618362,23.8902480419993,0.489511340768839
"TREMASON","Tre Mason","RB","STL",407,172.2,67,55.7500823976318,NA,63.2,37.7,59.1,NA,48.77,33,37.4,61.4,57,53.9,76,89.4,67.4,NA,17.64,53.1754945054945,55.7500823976318,-98.6249600388214,20.6,19.1980725528265,6.38917337529695,54.2184056862448,1.53167671138701
"LOUISMURPHY","Louis Murphy","WR","TB",408,NA,151,24.0304882617116,7.12,44.2,20.6,NA,NA,32.4,0.5,NA,8.9,14.5,14.7,9.5,54.9,10.3,NA,NA,17.9861904761905,24.0304882617116,-98.6527838031921,NA,16.9979100319582,5.82325666903163,23.6150529930396,0.415435268672002
"KEVINNORWOOD","Kevin Norwood","WR","SEA",409,NA,152,23.7500078222869,NA,37.1,15.3,NA,NA,31.2,NA,NA,NA,NA,16.3,21,NA,NA,NA,NA,15.1125,23.7500078222869,-98.9332642426168,NA,9.58211876361382,4.09002129746165,23.397550274351,0.352457547935902
"QUINTONPATTON","Quinton Patton","WR","SF",410,NA,153,23.4800981637923,1.66,54.2,NA,NA,NA,28.2,32.8,NA,29.2,13.5,15.7,1.5,2.9,39.6,NA,15.28,19.5541904761905,23.4800981637923,-99.2031739011114,NA,17.042108917726,5.83358693176755,23.2493203628486,0.230777800943738
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",411,159,29,178.719727569542,NA,241.12,137.3,177.74,NA,187.382,142.5,180.3,212.32,180.3,238.7,214,NA,150.28,NA,161.66,168.912597069597,178.719727569542,-99.3574169423226,25.3,35.102164040602,8.77461020373453,148.486780112153,30.2329474573893
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",412,NA,154,23.3150023849097,15.92,NA,25.9,NA,NA,26.5,37.3,NA,NA,NA,17.7,1.5,NA,38.6,NA,NA,18.1679365079365,23.3150023849097,-99.368269679994,NA,12.9623799989853,4.88006353655514,23.1801457659438,0.134856618965838
"JOSHHUFF","Josh Huff","WR","PHI",413,NA,155,23.1836383407875,NA,NA,33.4,NA,NA,30.75,2.7,NA,23.5,21.5,17.2,7.5,NA,30.3,NA,12.64,20.3336111111111,23.1836383407875,-99.4996337241162,NA,10.8006550727259,4.37482033725001,23.0133265955501,0.170311745237445
"DEVINHESTER","Devin Hester","WR","ATL",414,NA,156,23.1766531911002,-5.12,NA,20.5,NA,NA,14.61,36.1,10,NA,NA,0.8,3,30.6,NA,NA,13.94,14.7475757575758,23.1766531911002,-99.5066188738036,NA,13.6158741099416,5.03279964619418,22.0573207656059,1.11933242549427
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",415,NA,157,22.85,NA,NA,23,NA,NA,NA,31.5,NA,NA,NA,13.9,NA,NA,NA,NA,NA,22.8,22.85,-99.8332720649037,NA,8.8017043804027,3.90762109706261,21.0946290419935,1.75537095800651
"JORDANTODMAN","Jordan Todman","RB","JAC",416,191.6,68,54.2502093474189,67.8,69.8,34.2,73.4,NA,47.84,52.1,15.8,46.3,39,28.8,47.5,89,57.2,NA,56.8,52.8821904761905,54.2502093474189,-100.124833089034,17.2,19.310545829152,6.02117940158783,54.1382581613319,0.111951186086998
"ROBERTTURBIN","Robert Turbin","RB","SEA",417,183,69,54.1866020250708,34.54,61,66.7,52.1,NA,55.67,65.4,39.5,39.2,57,29.9,58.5,89.2,71.5,NA,30.39,52.4707857142857,54.1866020250708,-100.188440411382,29.4,17.243348199896,7.14721621161817,52.4697674633823,1.7168345616885
"RICHIEBROCKEL","Richie Brockel","TE","CAR",418,NA,163,-2.97,-5.82,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8775,-2.97,-100.252075763719,NA,4.85782358675158,2.98584843040317,NA,NA
"BOBBYRAINEY","Bobby Rainey","RB","TB",419,182.2,70,54.089914297593,24.74,39.5,64.7,37.5,NA,44.56,65.2,29,41.2,32.5,38.7,46.5,89.1,70.1,NA,70.4,51.7989285714286,54.089914297593,-100.28512813886,25.9,18.998109622559,6.95993193967128,50.2498864608092,3.84002783678375
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",420,NA,158,21.2646415312118,-0.02,40.4,NA,NA,NA,30.6,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,14.755,21.2646415312118,-101.418630533692,NA,20.1286553616149,6.554981490886,20.7748659071531,0.489775624058691
"BRENTONBERSIN","Brenton Bersin","WR","CAR",421,NA,159,20.9246165527752,NA,NA,37.9,NA,NA,22.75,3.3,NA,NA,NA,25.9,NA,18.5,NA,NA,14.9,20.555,20.9246165527752,-101.758655512129,NA,11.5600353228987,4.55230439288809,20.3001783746991,0.624438178076083
"CHRISHOGAN","Chris Hogan","WR","BUF",422,NA,160,20.625115261531,NA,NA,41.6,NA,NA,26.05,4.6,NA,NA,NA,16.5,5,2.7,NA,NA,30,18.0414285714286,20.625115261531,-102.058156803373,NA,15.0035194283906,5.35712322301814,19.7876207439336,0.837494517597385
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",423,NA,161,19.9752414878672,22.06,NA,22.4,NA,NA,22.36,28.3,7.7,20.7,12.5,15.4,3.5,3.4,37.3,NA,NA,17.7639393939394,19.9752414878672,-102.708030577036,NA,10.5200677495226,4.30924083861093,19.5948248709032,0.380416616964059
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",424,NA,162,19.6,26.22,NA,NA,NA,NA,12.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,19.6,-103.083272064904,NA,9.36209378290989,4.03859656537501,19.2109565965977,0.389043403402258
"KYLEWILLIAMS","Kyle Williams","WR","KC",425,NA,163,19.5896497418063,22.12,39.2,NA,NA,NA,26.6,NA,NA,11.8,NA,4.9,1,5.5,NA,NA,NA,12.7458333333333,19.5896497418063,-103.093622323097,NA,13.9286501585077,5.10590236593613,18.6863376561758,0.903312085630567
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",426,159.1,71,50.8496206291716,NA,83.7,83.7,44.6,NA,68,54.2,46.3,39.9,29.5,21.5,40.5,12.5,73.6,NA,81.2,52.7472527472528,50.8496206291716,-103.525421807282,28.8,24.0688116097927,7.87758792283255,48.8849830401736,1.964637588998
"MIKETHOMAS","Mike Thomas","WR","HOU",427,NA,164,18.8322634513891,14.08,NA,NA,NA,NA,19.13,29.9,NA,NA,8,18.6,34,4.9,NA,NA,NA,18.2769047619048,18.8322634513891,-103.851008613515,NA,10.6868310149856,4.34821712312594,18.5202059304812,0.312057520907928
"DAMIANWILLIAMS","Damian Williams","WR","MIA",428,NA,165,18.5404118609624,10.44,45.5,25.1,NA,NA,30.78,10.7,17.2,7,NA,0.3,18,NA,12.9,NA,NA,15.9230303030303,18.5404118609624,-104.142860203941,NA,13.0849334902568,4.90870701346742,18.405,0.135411860962424
"PHILBATES","Phil Bates","WR","SEA",429,NA,166,18.5,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,18.5,-104.183272064904,NA,NA,NA,18.0836109230435,0.416389076956502
"KEVINWALTER","Kevin Walter","WR",NA,430,NA,167,18.31,37.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.31,18.31,-104.373272064904,NA,NA,NA,17.3536109230435,0.956389076956505
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",431,191.5,72,49.6501522924469,NA,65,37.1,62.9,NA,54.32,73,NA,43.8,71,39.9,29.5,19.3,45.1,NA,25.13,46.8970238095238,49.6501522924469,-104.724890144006,25.1,18.0810023145004,6.76307828578565,46.885204378104,2.76494791434295
"JARONBROWN","Jaron Brown","WR","ARI",432,NA,168,17.857221846087,43.88,NA,15,NA,NA,22.65,11.9,NA,6.3,13.5,3.9,NA,5.1,NA,NA,14.8,13.671,17.857221846087,-104.826050218817,NA,12.2521886933632,4.71407603138625,16.775,1.08222184608699
"JOSHCOOPER","Josh Cooper","WR","CLE",433,NA,169,16.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,28.5,NA,NA,NA,NA,16.85,16.85,-105.833272064904,NA,16.4755880016466,5.70117839234781,15.925,0.925000000000001
"COREYWASHINGTON","Corey Washington","WR","NYG",434,NA,170,16.7,NA,NA,47.4,NA,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,14.8,20.2666666666667,16.7,-105.983272064904,NA,24.8550464359521,7.6596442158042,14.7875,1.9125
"MARCELREECE","Marcel Reece","RB","OAK",435,188,73,48.1198137879002,18.6,57.9,55.3,67.4,NA,61.9,50,72.3,31.9,36.5,34.6,26.5,NA,44.1,NA,53.94,46.9479120879121,48.1198137879002,-106.255228648553,8.6,16.4579345683597,4.7237657994314,45.369340693604,2.75047309429618
"TAVARRESKING","Tavarres King","WR","CAR",436,NA,171,15.15,NA,NA,NA,NA,NA,23.9,NA,28.5,29,6,5.7,2.5,NA,NA,NA,NA,15.9333333333333,15.15,-107.533272064904,NA,12.4577151463126,4.7621121350406,14.36,0.789999999999999
"FRANKIEHAMMOND","Frankie Hammond","WR","KC",437,NA,172,14.425,NA,NA,11.5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,24.9,16.1333333333333,14.425,-108.258272064904,NA,9.72128249426655,4.12254695678496,13.979723127446,0.445276872553974
"DARIUSJOHNSON","Darius Johnson","WR","ATL",438,NA,173,14.295,NA,NA,NA,NA,NA,21.38,NA,NA,21.6,8.5,6.9,NA,NA,NA,NA,NA,14.595,14.295,-108.388272064904,NA,7.98891523716873,3.71765419512259,13.6447901841573,0.650209815842722
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",439,175.2,74,45.6505949683078,NA,42.1,22.5,51.3,NA,38.46,66.3,46.1,43.3,39.5,45.7,48.5,48.7,40.2,NA,86.9,45.4254285714286,45.6505949683078,-108.724447468145,13.9,15.2707922988919,5.1791614789246,43.9439053602993,1.70668960800849
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SD",440,NA,174,13.6644462548921,NA,NA,9.1,NA,NA,13.2,13.8,NA,9.6,NA,6.1,1.5,30.5,NA,NA,9.46,8.47818181818182,13.6644462548921,-109.018825810012,NA,8.54962948236438,3.84870558639689,13.5610262739832,0.103419980908871
"JEREMYROSS","Jeremy Ross","WR","DET",441,NA,175,13.6251341134225,-3.66,NA,30.8,NA,NA,4.88,11.7,NA,3.9,NA,4.4,3,NA,NA,NA,15.91,14.3992698412698,13.6251341134225,-109.058137951481,NA,10.6271551595765,4.33426954832497,13.480961294368,0.1441728190545
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",442,NA,176,13.4969184345439,NA,NA,16.7,NA,NA,15.95,13.5,NA,8.4,2,19.3,1,11.2,8.2,NA,11.96,9.83727272727273,13.4969184345439,-109.18635363036,NA,6.04036137623864,3.26223381542692,13.4100020770961,0.0869163574477732
"GREGSALAS","Greg Salas","WR","NYJ",443,NA,177,13.4650041541922,NA,NA,19,NA,NA,15.83,10.8,NA,NA,NA,NA,NA,NA,11.7,NA,14.1,11.945,13.4650041541922,-109.218267910712,NA,3.296965271276,2.62104112333404,13.2275,0.237504154192161
"BILALPOWELL","Bilal Powell","RB","NYJ",444,179.8,75,45.0880864189002,13.04,59.8,48.8,42.3,NA,50.47,35.5,58.7,33.6,16,34.4,27.5,11.7,45.6,NA,63.7,39.7456190476191,45.0880864189002,-109.286956017553,12.4,17.2184929494584,5.23862296447296,42.4334942526479,2.65459216625233
"MYLESWHITE","Myles White","WR","GB",445,NA,178,13.355,NA,NA,NA,NA,NA,14.86,NA,20,NA,NA,NA,2.5,NA,NA,NA,NA,12.4533333333333,13.355,-109.328272064904,NA,8.9948059085971,3.95275321942957,12.6800918567322,0.674908143267764
"PLAXICOBURRESS","Plaxico Burress","WR","PIT",446,NA,179,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,13.1,-109.583272064904,NA,NA,NA,12.2037916579506,0.896208342049373
