"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"AUSTINJOHNSON","RB","yahoo","Austin Johnson","NO",92,368,0,0,0,4.1,13.1,0.2,14,17.6,122,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.44
"LEVINETOILOLO","TE","yahoo","Levine Toilolo","ATL",52,369,0,0,0,0,0,0,11.7,16.8,131,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.74
"MYCOLEPRUITT","TE","yahoo","MyCole Pruitt","MIN",53,370,0,0,0,0,0,0,12.1,17,140,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.48
"ANTONESMITH","RB","yahoo","Antone Smith","ATL",93,371,0,0,0,21.1,101,0.8,4.6,5.6,38.3,0.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.45
"LAMICHAELJAMES","RB","yahoo","LaMichael James","MIA",94,372,0,0,0,20.2,82.7,0.4,8.7,10.9,71.6,0.3,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.26
"GARYBARNIDGE","TE","yahoo","Gary Barnidge","CLE",54,373,0,0,0,0,0,0,11.4,18,144,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.03
"CHRISTINEMICHAEL","RB","yahoo","Christine Michael","SEA",95,374,0,0,0,31.2,136,0.8,1.7,2.1,13.5,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.02
"LUKEWILLSON","TE","yahoo","Luke Willson","SEA",55,375,0,0,0,0,0,0,10.9,16.5,124,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68
"BRUCEELLINGTON","WR","yahoo","Bruce Ellington","SF",126,376,0,0,0,6.3,41.3,0.1,7.6,12,104,0.4,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.41
"JOSEPHFAURIA","TE","yahoo","Joseph Fauria","DET",56,377,0,0,0,0,0,0,10.9,16.7,122,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3
"JACOBYJONES","WR","yahoo","Jacoby Jones","SD",127,378,0,0,0,0,0,0,3.3,5.3,47.7,0.3,1.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.57
"JAMESCASEY","TE","yahoo","James Casey","DEN",57,379,0,0,0,0,0,0,13.6,17.4,116,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.46
"JOHNKUHN","RB","yahoo","John Kuhn","GB",96,380,0,0,0,16.4,47.5,0.8,5.7,7.6,48.8,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3
"JAMESOSHAUGHNESSY","TE","yahoo","James O'Shaughnessy","KC",58,381,0,0,0,0,0,0,10.5,14.9,121,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.04
"BRANDONMYERS","TE","yahoo","Brandon Myers","TB",59,382,0,0,0,0,0,0,10.6,15.7,121,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.65
"BRUCEMILLER","RB","yahoo","Bruce Miller","SF",97,383,0,0,0,8.4,26.7,0.3,11,14.3,93.9,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.54
"TRAVISBENJAMIN","WR","yahoo","Travis Benjamin","CLE",128,384,0,0,0,0,0,0,3.8,6.8,50.1,0.2,1.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.36
"RISHARDMATTHEWS","WR","yahoo","Rishard Matthews","MIA",129,385,0,0,0,0,0,0,8.8,13.6,120,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97
"COLTMCCOY","QB","yahoo","Colt McCoy","WAS",37,386,259,1.3,0.9,4,12,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95
"ANTONIOANDREWS","RB","yahoo","Antonio Andrews","TEN",98,387,0,0,0,22.9,86.9,0.9,1.9,2.4,15.5,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.55
"JIMDRAY","TE","yahoo","Jim Dray","CLE",60,388,0,0,0,0,0,0,10.2,15.7,109,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.93
"CHRISTHOMPSON","RB","yahoo","Chris Thompson","WAS",99,389,0,0,0,11.1,43.3,0.4,8.7,10.8,72.2,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.89
"DARRELYOUNG","RB","yahoo","Darrel Young","WAS",100,390,0,0,0,7.4,23.8,0.4,8.5,10.8,73.6,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.31
"CHRISPOLK","RB","yahoo","Chris Polk","HOU",101,391,0,0,0,20.5,90.3,0.6,2,2.5,16.2,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.21
"MICHAELHOOMANAWANUI","TE","yahoo","Michael Hoomanawanui","NE",61,392,0,0,0,0,0,0,8,11.7,91.3,0.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19
"DREWSTANTON","QB","yahoo","Drew Stanton","ARZ",38,393,225,1.4,0.8,1.8,5.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97
"REXBURKHEAD","RB","yahoo","Rex Burkhead","CIN",102,394,0,0,0,4.6,18,0.1,11.3,14.3,91.9,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.95
"JIMMYCLAUSEN","QB","yahoo","Jimmy Clausen","CHI",39,395,221,1.3,0.9,3,9.1,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82
"MARQUEISGRAY","TE","yahoo","MarQueis Gray","BUF",62,396,0,0,0,0,0,0,8.6,13.2,97.1,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8
"MICHAELDYER","RB","yahoo","Michael Dyer","OAK",103,397,0,0,0,18.4,73.1,0.4,4.3,5.4,34.5,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64
"JUWANTHOMPSON","RB","yahoo","Juwan Thompson","DEN",104,398,0,0,0,15.8,68,0.7,2.3,2.9,18.8,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55
"JOHNNYMANZIEL","QB","yahoo","Johnny Manziel","CLE",40,399,185,1.1,1.2,6.6,19.9,0.3,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43
"TONYMOEAKI","TE","yahoo","Tony Moeaki","ATL",63,400,0,0,0,0,0,0,7.8,11.2,89.8,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43
"DEVINSTREET","WR","yahoo","Devin Street","DAL",130,401,0,0,0,0,0,0,6.2,9.9,92.5,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29
"JEREMYROSS","WR","yahoo","Jeremy Ross","DET",131,402,0,0,0,0,0,0,1.7,2.8,22.4,0.1,1.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1
"TROYNIKLAS","TE","yahoo","Troy Niklas","ARZ",64,403,0,0,0,0,0,0,7.8,11,88.7,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05
"ZACHMILLER","TE","yahoo","Zach Miller","CHI",65,404,0,0,0,0,0,0,7.5,11.1,84.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37
"CHARCANDRICKWEST","RB","yahoo","Charcandrick West","KC",105,405,0,0,0,16.8,69.1,0.6,2,2.5,15.8,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22
"DONTRELLEINMAN","WR","yahoo","Dontrelle Inman","SD",132,406,0,0,0,0,0,0,6.3,9.9,89.6,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.06
"MILESAUSTIN","WR","yahoo","Miles Austin","PHI",133,407,0,0,0,0,0,0,6.2,10.4,82.9,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84
"FOZZYWHITTAKER","RB","yahoo","Fozzy Whittaker","CAR",106,408,0,0,0,15.8,58.4,0.3,3.8,4.8,30.8,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7
"JERONHAMM","TE","yahoo","Je'Ron Hamm","WAS",66,409,0,0,0,0,0,0,7.3,10.8,84.1,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.68
"LEESMITH","TE","yahoo","Lee Smith","OAK",67,410,0,0,0,0,0,0,7.3,10.9,82.3,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04
"JAYAJAYI","RB","yahoo","Jay Ajayi","MIA",107,411,0,0,0,12.1,46,0.4,4.4,5.5,34.8,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03
"TYLERKROFT","TE","yahoo","Tyler Kroft","CIN",68,412,0,0,0,0,0,0,6.8,9.5,78.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9
"KELLENDAVIS","TE","yahoo","Kellen Davis","NYJ",69,413,0,0,0,0,0,0,7,10.2,78.5,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9
"KAELINCLAY","WR","yahoo","Kaelin Clay","TB",134,414,0,0,0,0,0,0,1.5,2.6,20.8,0.1,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.86
"ANTHONYFASANO","TE","yahoo","Anthony Fasano","TEN",70,415,0,0,0,0,0,0,6.6,9.8,75.4,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.83
"CRAIGSTEVENS","TE","yahoo","Craig Stevens","TEN",71,416,0,0,0,0,0,0,6.6,9.8,75.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82
"CHRISHOGAN","WR","yahoo","Chris Hogan","BUF",135,417,0,0,0,0,0,0,6.1,11,80.5,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7
"RUSSELLSHEPARD","WR","yahoo","Russell Shepard","TB",136,418,0,0,0,0,0,0,6.2,10.4,82.4,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58
"JASONAVANT","WR","yahoo","Jason Avant","KC",137,419,0,0,0,0,0,0,6.4,10,79.6,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54
"STEFONDIGGS","WR","yahoo","Stefon Diggs","MIN",138,420,0,0,0,0,0,0,5.9,9.7,79.8,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48
"CLAYHARBOR","TE","yahoo","Clay Harbor","JAC",72,421,0,0,0,0,0,0,6.8,10,78.5,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47
"ANTHONYSHERMAN","RB","yahoo","Anthony Sherman","KC",108,422,0,0,0,1.9,6,0.1,7.6,9.9,66.3,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26
"IFEANYIMOMAH","TE","yahoo","Ifeanyi Momah","ARZ",73,423,0,0,0,0,0,0,5.8,8.2,66.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77
"VANCEMCDONALD","TE","yahoo","Vance McDonald","SF",74,424,0,0,0,0,0,0,6.4,9.5,72.5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68
"BLAKEBELL","TE","yahoo","Blake Bell","SF",75,425,0,0,0,0,0,0,6.4,9.5,72.2,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65
"DEREKANDERSON","QB","yahoo","Derek Anderson","CAR",41,426,146,0.9,0.7,2.7,8.1,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63
"WILLJOHNSON","RB","yahoo","Will Johnson","PIT",109,427,0,0,0,2,6.4,0.1,6.5,8.5,56.1,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18
"BRANDONPETTIGREW","TE","yahoo","Brandon Pettigrew","DET",76,428,0,0,0,0,0,0,5.5,8.3,61.2,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18
"ZACHZENNER","RB","yahoo","Zach Zenner","DET",110,429,0,0,0,16,65.3,0.5,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13
"JORVORSKIELANE","RB","yahoo","Jorvorskie Lane","TB",111,430,0,0,0,3.8,12.1,0.1,6,7.8,52.3,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96
"JALSTONFOWLER","RB","yahoo","Jalston Fowler","TEN",112,431,0,0,0,7.6,24.4,0.3,3.7,4.9,32.3,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75
"JOHNPHILLIPS","TE","yahoo","John Phillips","SD",77,432,0,0,0,0,0,0,5.1,7.3,57.9,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63
"KENDALLHUNTER","RB","yahoo","Kendall Hunter","SF",113,433,0,0,0,12.5,48.4,0.3,1.9,2.4,15.6,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
"MARKSANCHEZ","QB","yahoo","Mark Sanchez","PHI",42,434,113,0.8,0.5,2.8,8.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49
"CORYHARKEY","TE","yahoo","Cory Harkey","STL",78,435,0,0,0,0,0,0,7.4,9.5,63,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46
"COLLINMOONEY","RB","yahoo","Collin Mooney","ATL",114,436,0,0,0,0,0,0,6.7,8.4,59.5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43
"COREYWASHINGTON","WR","yahoo","Corey Washington","NYG",139,437,0,0,0,0,0,0,4.5,7.2,60.5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33
"JEROMEFELTON","RB","yahoo","Jerome Felton","BUF",115,438,0,0,0,4.7,15,0.2,4.9,6.6,41.8,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26
"WILLIESNEAD","WR","yahoo","Willie Snead","NO",140,439,0,0,0,0,0,0,3.9,5.9,60.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05
"MICHAELVICK","QB","yahoo","Michael Vick","PIT",43,440,111,0.7,0.4,3.9,11.6,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03
"RICARDOLOCKETTE","WR","yahoo","Ricardo Lockette","SEA",141,441,0,0,0,0,0,0,4.1,6.2,54.9,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77
"PAULRICHARDSON","WR","yahoo","Paul Richardson","SEA",142,442,0,0,0,0,0,0,4,6.2,54.7,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73
"BRENTONBERSIN","WR","yahoo","Brenton Bersin","CAR",143,443,0,0,0,0,0,0,4.2,7.2,55.9,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67
"BRANDONWEEDEN","QB","yahoo","Brandon Weeden","DAL",44,444,111,0.9,0.4,0.4,1.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51
"JOSHUABELLAMY","WR","yahoo","Joshua Bellamy","CHI",144,445,0,0,0,0,0,0,4.2,6.9,54.4,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
"KADEEMCAREY","RB","yahoo","Ka'Deem Carey","CHI",116,446,0,0,0,9.6,37.7,0.2,2.2,2.8,18,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28
"JOSHHARRIS","RB","yahoo","Josh Harris","PIT",117,447,0,0,0,12.5,47.5,0.3,0.6,0.7,4.5,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27
"ANDRECALDWELL","WR","yahoo","Andre Caldwell","DEN",145,448,0,0,0,0,0,0,3.6,5.8,48.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17
"MYLESWHITE","WR","yahoo","Myles White","GB",146,449,0,0,0,0,0,0,3.2,5,50.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07
"BLAINEGABBERT","QB","yahoo","Blaine Gabbert","SF",45,450,113,0.5,0.5,2.6,7.7,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92
"MATTSPAETH","TE","yahoo","Matt Spaeth","PIT",79,451,0,0,0,0,0,0,4,5.6,45.6,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89
"JESSEJAMES","TE","yahoo","Jesse James","PIT",80,452,0,0,0,0,0,0,4,5.6,45.6,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89
"DARRIUSHEYWARDBEY","WR","yahoo","Darrius Heyward-Bey","PIT",147,453,0,0,0,0,0,0,3.5,5.6,47.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62
"JJNELSON","WR","yahoo","J.J. Nelson","ARZ",148,454,0,0,0,0,0,0,3.3,5.5,43.6,0.3,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61
"BRYCEBROWN","RB","yahoo","Bryce Brown","BUF",118,455,0,0,0,9.4,36.6,0.2,1.7,2.2,13.3,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59
"TOMMYBOHANON","RB","yahoo","Tommy Bohanon","NYJ",119,456,0,0,0,3.9,12.6,0.1,3.9,5.1,33,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53
"JAMESHANNA","TE","yahoo","James Hanna","DAL",81,457,0,0,0,0,0,0,3.4,5,39,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47
"RYANHEWITT","TE","yahoo","Ryan Hewitt","CIN",82,458,0,0,0,0,0,0,5.5,7.1,46.4,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35
"CHASEDANIEL","QB","yahoo","Chase Daniel","KC",46,459,100,0.6,0.4,1.2,3.7,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
"MIKEDAVIS","RB","yahoo","Mike Davis","SF",120,460,0,0,0,8.4,32.3,0.2,1.9,2.4,15.4,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24
"LANCEMOORE","WR","yahoo","Lance Moore","DET",149,461,0,0,0,0,0,0,3.4,5.6,45.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
"AARONDOBSON","WR","yahoo","Aaron Dobson","NE",150,462,0,0,0,0,0,0,3.4,5.1,43.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07
"RYANGRANT","WR","yahoo","Ryan Grant","WAS",151,463,0,0,0,0,0,0,3.3,5.4,44.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72
"CASEKEENUM","QB","yahoo","Case Keenum","STL",47,464,100,0.5,0.4,0.3,1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
"TERRELLEPRYOR","QB","yahoo","Terrelle Pryor","CLE",48,465,0,0,0,4.5,29.9,0.1,1.3,2.3,16.2,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64
"RHETTELLISON","TE","yahoo","Rhett Ellison","MIN",83,466,0,0,0,0,0,0,3.4,4.9,39.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51
"LUKESTOCKER","TE","yahoo","Luke Stocker","TB",84,467,0,0,0,0,0,0,3.5,5.2,40.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48
"BRICEBUTLER","WR","yahoo","Brice Butler","OAK",152,468,0,0,0,0,0,0,3.2,5.4,42.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37
"BRYANWALTERS","WR","yahoo","Bryan Walters","JAC",153,469,0,0,0,0,0,0,3.1,5.1,41.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28
"JAMESWHITE","RB","yahoo","James White","NE",121,470,0,0,0,4.8,18.8,0.2,2.3,2.9,18,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27
"KEITHMUMPHERY","WR","yahoo","Keith Mumphery","HOU",154,471,0,0,0,0,0,0,3,5,40.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09
"CHRISGIVENS","WR","yahoo","Chris Givens","STL",155,472,0,0,0,0,0,0,2.9,4.7,39.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03
"MARCUSMURPHY","RB","yahoo","Marcus Murphy","NO",122,473,0,0,0,4.1,15.9,0.2,2.4,2.9,20,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02
"BENMALENA","RB","yahoo","Ben Malena","DAL",123,474,0,0,0,4.5,17.5,0.2,2,2.5,17,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92
"VICKBALLARD","RB","yahoo","Vick Ballard","IND",124,475,0,0,0,3.9,15.1,0.1,2.4,2.9,19.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72
"MICHAELBURTON","RB","yahoo","Michael Burton","DET",125,476,0,0,0,4,12.8,0.2,2.1,2.8,17.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
"RAJIONNEAL","RB","yahoo","Rajion Neal","GB",126,477,0,0,0,4.1,16.1,0.1,2,2.5,15.6,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4
"KERWYNNWILLIAMS","RB","yahoo","Kerwynn Williams","ARZ",127,478,0,0,0,3.9,14.9,0.1,2.2,2.7,18,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35
"BRANDONTATE","WR","yahoo","Brandon Tate","CIN",156,479,0,0,0,0,0,0,1.4,2.4,18.1,0.1,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33
"LUCKYWHITEHEAD","WR","yahoo","Lucky Whitehead","DAL",157,480,0,0,0,0,0,0,1.5,2.5,23.7,0.2,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3
"DERRICKCOLEMAN","RB","yahoo","Derrick Coleman","SEA",128,481,0,0,0,0,0,0,3.2,4.1,28.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27
"DONALDBROWN","RB","yahoo","Donald Brown","SD",129,482,0,0,0,4,15.3,0.1,2.2,2.6,17.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22
"JAMESJONES","WR","yahoo","James Jones","NYG",158,483,0,0,0,0,0,0,2.3,3.6,30.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16
"FITZGERALDTOUSSAINT","RB","yahoo","Fitzgerald Toussaint","BAL",130,484,0,0,0,7,27.1,0.2,0.3,0.4,2.3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13
"KESHAWNMARTIN","WR","yahoo","Keshawn Martin","HOU",159,485,0,0,0,0,0,0,1.5,2.5,20.3,0.1,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98
"DARRENWALLER","WR","yahoo","Darren Waller","BAL",160,486,0,0,0,0,0,0,2.3,3.6,28.9,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98
"MALCOLMJOHNSON","RB","yahoo","Malcolm Johnson","CLE",131,487,0,0,0,0,0,0,3.4,4.5,29.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
"CHRISHARPER","WR","yahoo","Chris Harper","NE",161,488,0,0,0,0,0,0,2,2.9,25.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51
"JAREDABBREDERIS","WR","yahoo","Jared Abbrederis","GB",162,489,0,0,0,0,0,0,1.6,2.5,25,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51
"DURONCARTER","WR","yahoo","Duron Carter","IND",163,490,0,0,0,0,0,0,1.8,2.9,23,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48
"NICKBOYLE","TE","yahoo","Nick Boyle","BAL",85,491,0,0,0,0,0,0,2,2.9,22.9,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42
"JAYPROSCH","RB","yahoo","Jay Prosch","HOU",132,492,0,0,0,2.3,7.3,0.1,1.9,2.5,16.6,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33
"ADRIENROBINSON","TE","yahoo","Adrien Robinson","NYG",86,493,0,0,0,0,0,0,1.9,2.9,21.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32
"MARCMARIANI","WR","yahoo","Marc Mariani","CHI",164,494,0,0,0,0,0,0,0.8,1.4,10.9,0.1,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31
