"name","pos","sourceName","name_fp","team_fp","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","fg","xp","points"
"PATRICKMURRAY","K","fp","Patrick Murray","TB",29,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,30.7,100.7
"TRAVISCOONS","K","fp","Travis Coons","CLE",30,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,29.9,100.6
"RYANSUCCOP","K","fp","Ryan Succop","TEN",31,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,29.5,100.3
"BISHOPSANKEY","RB","fp","Bishop Sankey","TEN",38,158,NA,NA,NA,NA,NA,160,643.9,3.6,21.7,161.4,0.6,NA,NA,2.8,NA,NA,100.1
"CAREYSPEAR","K","fp","Carey Spear","CLE",32,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,26.5,97.3
"JOSHSCOBEE","K","fp","Josh Scobee","JAC",33,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,27.6,96.8
"EDDIEROYAL","WR","fp","Eddie Royal","CHI",51,161,NA,NA,NA,NA,NA,0.4,3.2,0,59.8,716.2,4.6,NA,NA,1.7,NA,NA,96
"ALFREDBLUE","RB","fp","Alfred Blue","HOU",39,162,NA,NA,NA,NA,NA,157.4,607.7,2.9,18.7,155.3,0.7,NA,NA,1,NA,NA,95.7
"DAVANTEADAMS","WR","fp","Davante Adams","GB",52,163,NA,NA,NA,NA,NA,0,0,0,51.9,685,4.6,NA,NA,0.4,NA,NA,95.4
"ZACHERTZ","TE","fp","Zach Ertz","PHI",8,164,NA,NA,NA,NA,NA,NA,NA,NA,55,683.9,4.8,NA,NA,0.8,NA,NA,95.2
"BRIANQUICK","WR","fp","Brian Quick","STL",53,165,NA,NA,NA,NA,NA,0,0,0,49.2,696.1,4.3,NA,NA,0.5,NA,NA,94.6
"RUEBENRANDLE","WR","fp","Rueben Randle","NYG",54,166,NA,NA,NA,NA,NA,0,0,0,49.4,719.3,3.9,NA,NA,0.3,NA,NA,94.5
"TREMASON","RB","fp","Tre Mason","STL",40,167,NA,NA,NA,NA,NA,139.1,595.2,3.2,19.8,162.1,0.5,NA,NA,1.8,NA,NA,94.1
"KENNYSTILLS","WR","fp","Kenny Stills","MIA",55,168,NA,NA,NA,NA,NA,2.5,15.6,0,49.6,715.8,3.6,NA,NA,0.5,NA,NA,93.7
"PERCYHARVIN","WR","fp","Percy Harvin","BUF",56,169,NA,NA,NA,NA,NA,16.5,102.7,0.7,55.9,619.9,3.3,NA,NA,1.9,NA,NA,92.3
"DWAYNEBOWE","WR","fp","Dwayne Bowe","CLE",57,170,NA,NA,NA,NA,NA,0,0,0,55,731,3.4,NA,NA,0.7,NA,NA,92
"DEVANTEPARKER","WR","fp","Devante Parker","MIA",58,171,NA,NA,NA,NA,NA,0,0,0,50,680.1,4.1,NA,NA,0.7,NA,NA,91.5
"DELANIEWALKER","TE","fp","Delanie Walker","TEN",9,172,NA,NA,NA,NA,NA,NA,NA,NA,56.8,667.2,4.2,NA,NA,0.8,NA,NA,90.4
"KENNYBRITT","WR","fp","Kenny Britt","STL",59,173,NA,NA,NA,NA,NA,0.1,0.1,0,46.6,679.3,3.8,NA,NA,0.4,NA,NA,89.9
"CHARLESSIMS","RB","fp","Charles Sims","TB",41,174,NA,NA,NA,NA,NA,103.9,393.6,2.6,39.7,338.6,0.8,NA,NA,2.2,NA,NA,89.1
"JORDANCAMERON","TE","fp","Jordan Cameron","MIA",10,175,NA,NA,NA,NA,NA,NA,NA,NA,52.1,624.9,4.5,NA,NA,0.4,NA,NA,88.6
"DWAYNEALLEN","TE","fp","Dwayne Allen","IND",11,176,NA,NA,NA,NA,NA,NA,NA,NA,41.8,494.4,6.6,NA,NA,0.4,NA,NA,87.9
"CODYLATIMER","WR","fp","Cody Latimer","DEN",60,177,NA,NA,NA,NA,NA,0,0,0,46.9,621.5,4.3,NA,NA,0.5,NA,NA,86.9
"STEVEJOHNSON","WR","fp","Steve Johnson","SD",61,178,NA,NA,NA,NA,NA,0,-0.1,0,48.6,630,4,NA,NA,0.5,NA,NA,86
"MICHAELCRABTREE","WR","fp","Michael Crabtree","OAK",62,179,NA,NA,NA,NA,NA,0.1,0.6,0,58.3,669.2,3.2,NA,NA,0.3,NA,NA,85.6
"KYLERUDOLPH","TE","fp","Kyle Rudolph","MIN",12,180,NA,NA,NA,NA,NA,NA,NA,NA,52.7,579.5,4.7,NA,NA,0.3,NA,NA,85.4
"COBYFLEENER","TE","fp","Coby Fleener","IND",13,181,NA,NA,NA,NA,NA,NA,NA,NA,44.6,550.6,5.1,NA,NA,0.3,NA,NA,85.1
"GENOSMITH","QB","fp","Geno Smith","NYJ",33,182,192.7,112.9,1331.4,7.9,6.8,24.5,116.9,1,NA,NA,NA,NA,NA,2,NA,NA,84.7
"DANNYWOODHEAD","RB","fp","Danny Woodhead","SD",42,183,NA,NA,NA,NA,NA,59.7,236.1,1.1,47.7,426.2,2.2,NA,NA,1.5,NA,NA,83.2
"HEATHMILLER","TE","fp","Heath Miller","PIT",14,184,NA,NA,NA,NA,NA,NA,NA,NA,58,636.1,3.8,NA,NA,1.8,NA,NA,82.8
"ANTONIOGATES","TE","fp","Antonio Gates","SD",15,185,NA,NA,NA,NA,NA,NA,NA,NA,44.8,527.3,5.1,NA,NA,0.6,NA,NA,82
"OWENDANIELS","TE","fp","Owen Daniels","DEN",16,186,NA,NA,NA,NA,NA,NA,NA,NA,48.3,551.9,4.6,NA,NA,0.3,NA,NA,81.9
"ALLENHURNS","WR","fp","Allen Hurns","JAC",63,187,NA,NA,NA,NA,NA,2.4,14.5,0,46.6,607.1,3.4,NA,NA,0.4,NA,NA,81.8
"DARRENMCFADDEN","RB","fp","Darren McFadden","DAL",43,188,NA,NA,NA,NA,NA,117.2,469.2,3.8,15.5,110.8,0.4,NA,NA,1.3,NA,NA,80.4
"KNILEDAVIS","RB","fp","Knile Davis","KC",44,189,NA,NA,NA,NA,NA,106.9,417.7,4.3,15.9,124.1,0.7,NA,NA,2.4,NA,NA,79.7
"JORDANREED","TE","fp","Jordan Reed","WAS",17,190,NA,NA,NA,NA,NA,NA,NA,NA,58.7,596.4,3.7,NA,NA,1.2,NA,NA,79.6
"REGGIEBUSH","RB","fp","Reggie Bush","SF",45,191,NA,NA,NA,NA,NA,85.4,372.6,1.7,37.4,293.5,0.9,NA,NA,1.4,NA,NA,79.5
"CHARLESCLAY","TE","fp","Charles Clay","BUF",18,192,NA,NA,NA,NA,NA,NA,NA,NA,53,578.3,3.7,NA,NA,0.3,NA,NA,79.3
"VERNONDAVIS","TE","fp","Vernon Davis","SF",19,193,NA,NA,NA,NA,NA,NA,NA,NA,44.5,553.1,4.2,NA,NA,0.6,NA,NA,79
"AUSTINSEFERIANJENKINS","TE","fp","Austin Seferian-Jenkins","TB",20,194,NA,NA,NA,NA,NA,NA,NA,NA,51.8,582.1,3.7,NA,NA,1.6,NA,NA,77
"MARVINJONES","WR","fp","Marvin Jones","CIN",64,195,NA,NA,NA,NA,NA,1.5,10,0,41.2,547.4,3.7,NA,NA,0.4,NA,NA,76.9
"TYLEREIFERT","TE","fp","Tyler Eifert","CIN",21,196,NA,NA,NA,NA,NA,NA,NA,NA,52.7,556.6,3.7,NA,NA,0.5,NA,NA,76.7
"MARKUSWHEATON","WR","fp","Markus Wheaton","PIT",65,197,NA,NA,NA,NA,NA,2.9,18.4,0,45.7,588.1,2.8,NA,NA,0.4,NA,NA,76.6
"DUKEJOHNSON","RB","fp","Duke Johnson","CLE",46,198,NA,NA,NA,NA,NA,87.2,378.4,2.5,28,230.2,0.6,NA,NA,1.5,NA,NA,76
"LARRYDONNELL","TE","fp","Larry Donnell","NYG",22,199,NA,NA,NA,NA,NA,NA,NA,NA,50.8,540.4,4.3,NA,NA,2.4,NA,NA,75.3
"ROYHELU","RB","fp","Roy Helu","OAK",47,200,NA,NA,NA,NA,NA,71.6,302.1,1.8,38.1,310,1.1,NA,NA,1.8,NA,NA,75.1
"JAREDCOOK","TE","fp","Jared Cook","STL",23,201,NA,NA,NA,NA,NA,NA,NA,NA,46.7,553,3.4,NA,NA,0.3,NA,NA,75.1
"BRANDONCOLEMAN","WR","fp","Brandon Coleman","NO",66,202,NA,NA,NA,NA,NA,0,0,0,36.1,540.1,3.7,NA,NA,0.6,NA,NA,74.9
"MONTEEBALL","RB","fp","Montee Ball","DEN",48,203,NA,NA,NA,NA,NA,98.8,416.9,3.5,15.7,116.1,0.7,NA,NA,2.4,NA,NA,73.9
"JONASGRAY","RB","fp","Jonas Gray","NE",49,204,NA,NA,NA,NA,NA,99.4,433.6,3.9,9.8,69.5,0.3,NA,NA,0.8,NA,NA,73.6
"JOSHHILL","TE","fp","Josh Hill","NO",24,205,NA,NA,NA,NA,NA,NA,NA,NA,43.8,473.6,4.5,NA,NA,0.5,NA,NA,73.3
"DARRENSPROLES","RB","fp","Darren Sproles","PHI",50,206,NA,NA,NA,NA,NA,47,217.6,1.7,42.1,371,1.2,NA,NA,1.5,NA,NA,73.1
"NATEWASHINGTON","WR","fp","Nate Washington","HOU",67,207,NA,NA,NA,NA,NA,0,0,0,39.1,582.5,2.6,NA,NA,0.4,NA,NA,73.1
"ANDREWHAWKINS","WR","fp","Andrew Hawkins","CLE",68,208,NA,NA,NA,NA,NA,4.9,33.4,0,48.3,560.6,2.2,NA,NA,0.2,NA,NA,72.6
"JERMAINEKEARSE","WR","fp","Jermaine Kearse","SEA",69,209,NA,NA,NA,NA,NA,0.3,2.4,0,36.2,525.8,3.3,NA,NA,0.4,NA,NA,72.1
"LORENZOTALIAFERRO","RB","fp","Lorenzo Taliaferro","BAL",51,210,NA,NA,NA,NA,NA,87.5,363.1,3.3,16.1,141.3,0.8,NA,NA,1.8,NA,NA,71.4
"DAVIDCOBB","RB","fp","David Cobb","TEN",52,211,NA,NA,NA,NA,NA,103,426.1,2.7,13.8,113.4,0.4,NA,NA,1.1,NA,NA,70.4
"DANIELHERRON","RB","fp","Daniel Herron","IND",53,212,NA,NA,NA,NA,NA,76.5,327.1,2.3,28.8,230.8,0.7,NA,NA,2.2,NA,NA,69.8
"KEVINWHITE","WR","fp","Kevin White","CHI",70,213,NA,NA,NA,NA,NA,0,0,0,36.3,518.3,3.2,NA,NA,0.7,NA,NA,69.7
"ANDREWILLIAMS","RB","fp","Andre Williams","NYG",54,214,NA,NA,NA,NA,NA,105,406.7,3.6,11.1,80.7,0.2,NA,NA,1.2,NA,NA,69
"DENARDROBINSON","RB","fp","Denard Robinson","JAC",55,215,NA,NA,NA,NA,NA,91.9,389.1,2.2,26.9,174.3,0.7,NA,NA,2.3,NA,NA,69
"GREGJENNINGS","WR","fp","Greg Jennings","MIA",71,216,NA,NA,NA,NA,NA,0,0,0,36.7,492.7,3.4,NA,NA,0.4,NA,NA,69
"RYANMALLETT","QB","fp","Ryan Mallett","HOU",34,217,168.3,100.5,1203.3,6.1,4.8,16.4,41.6,0.4,NA,NA,NA,NA,NA,0.9,NA,NA,67.5
"BRIANHARTLINE","WR","fp","Brian Hartline","CLE",72,218,NA,NA,NA,NA,NA,0,0,0,39.2,545.8,2.2,NA,NA,0.3,NA,NA,67.3
"COLEBEASLEY","WR","fp","Cole Beasley","DAL",73,219,NA,NA,NA,NA,NA,0,0,0,42.9,496.8,3.3,NA,NA,1.1,NA,NA,67.2
"LANCEDUNBAR","RB","fp","Lance Dunbar","DAL",56,220,NA,NA,NA,NA,NA,65.7,271.7,1.4,28.2,261.1,1.1,NA,NA,1.1,NA,NA,66.2
"ERICEBRON","TE","fp","Eric Ebron","DET",25,221,NA,NA,NA,NA,NA,NA,NA,NA,45.6,486.7,3,NA,NA,0.5,NA,NA,65.8
"FREDJACKSON","RB","fp","Fred Jackson","BUF",57,222,NA,NA,NA,NA,NA,69.6,292.2,2,25.8,203.7,0.8,NA,NA,0.7,NA,NA,65.1
"ROBERTWOODS","WR","fp","Robert Woods","BUF",74,223,NA,NA,NA,NA,NA,0,0.1,0,38.1,482.8,3,NA,NA,0.7,NA,NA,65.1
"TAVONAUSTIN","WR","fp","Tavon Austin","STL",75,224,NA,NA,NA,NA,NA,20.9,166.4,0.8,34.4,339.6,1.7,NA,NA,0.3,NA,NA,64.5
"MATTJONES","RB","fp","Matt Jones","WAS",58,225,NA,NA,NA,NA,NA,66.6,272.2,2.4,26.5,211.2,0.7,NA,NA,1.5,NA,NA,63.5
"DONTEMONCRIEF","WR","fp","Donte Moncrief","IND",76,226,NA,NA,NA,NA,NA,3.6,22.7,0,31.6,432.7,3.1,NA,NA,0.3,NA,NA,63.5
"TERRANCEWEST","RB","fp","Terrance West","CLE",59,227,NA,NA,NA,NA,NA,93,382.5,2.4,13.7,101.9,0.5,NA,NA,1.5,NA,NA,62.8
"JERRICHOCOTCHERY","WR","fp","Jerricho Cotchery","CAR",77,228,NA,NA,NA,NA,NA,0,0.7,0,37.5,470.2,2.5,NA,NA,0.3,NA,NA,61.7
"CECILSHORTS","WR","fp","Cecil Shorts","HOU",78,229,NA,NA,NA,NA,NA,0,0,0,39,493.4,2.4,NA,NA,1,NA,NA,61.6
"RAYR","RB","fp","Ray R","ice",60,230,NA,NA,NA,NA,NA,91,375,2,16,111,0,NA,NA,0,NA,NA,60.6
"JAMESSTARKS","RB","fp","James Starks","GB",61,231,NA,NA,NA,NA,NA,78.3,335.9,1.7,18.5,141.1,0.7,NA,NA,0.9,NA,NA,60.4
"LADARIUSGREEN","TE","fp","Ladarius Green","SD",26,232,NA,NA,NA,NA,NA,NA,NA,NA,34.7,428.6,3,NA,NA,0.2,NA,NA,60.3
"TYLERLOCKETT","WR","fp","Tyler Lockett","SEA",79,233,NA,NA,NA,NA,NA,0,0,0,31.3,447,2.7,NA,NA,0.4,NA,NA,60.1
"MYCHALRIVERA","TE","fp","Mychal Rivera","OAK",27,234,NA,NA,NA,NA,NA,NA,NA,NA,40.9,430.2,3.1,NA,NA,0.9,NA,NA,59.8
"RICHARDRODGERS","TE","fp","Richard Rodgers","GB",28,235,NA,NA,NA,NA,NA,NA,NA,NA,34.7,385.4,3.6,NA,NA,0.4,NA,NA,59.7
"LEONARDHANKERSON","WR","fp","Leonard Hankerson","ATL",80,236,NA,NA,NA,NA,NA,0,0,0,34.2,429.5,2.9,NA,NA,0.3,NA,NA,59.6
"DANNYAMENDOLA","WR","fp","Danny Amendola","NE",81,237,NA,NA,NA,NA,NA,0,0.1,0,42.5,439.3,2.7,NA,NA,0.4,NA,NA,59
"PHILLIPDORSETT","WR","fp","Phillip Dorsett","IND",82,238,NA,NA,NA,NA,NA,2.4,15.6,0,31.7,415.6,2.8,NA,NA,0.5,NA,NA,58.9
"JACEAMARO","TE","fp","Jace Amaro","NYJ",29,239,NA,NA,NA,NA,NA,NA,NA,NA,41,421.7,2.8,NA,NA,0.4,NA,NA,58.3
"MARQISELEE","WR","fp","Marqise Lee","JAC",83,240,NA,NA,NA,NA,NA,0.4,1.4,0,38.7,458.1,2.2,NA,NA,0.4,NA,NA,58.2
"JEREMYKERLEY","WR","fp","Jeremy Kerley","NYJ",84,241,NA,NA,NA,NA,NA,0.2,0.7,0,36.3,438.8,2.2,NA,NA,0.4,NA,NA,56.6
"DORIALGREENBECKHAM","WR","fp","Dorial Green-Beckham","TEN",85,242,NA,NA,NA,NA,NA,0,0,0,29.8,410.5,2.6,NA,NA,0.2,NA,NA,56.5
"MOHAMEDSANU","WR","fp","Mohamed Sanu","CIN",86,243,NA,NA,NA,NA,NA,5.5,36.6,0,31.3,374.3,2.6,NA,NA,0.2,NA,NA,56.3
"JERICKMCKINNON","RB","fp","Jerick McKinnon","MIN",62,244,NA,NA,NA,NA,NA,63.2,295.1,1.5,24.5,163,0.4,NA,NA,0.6,NA,NA,56.2
"DAMIENWILLIAMS","RB","fp","Damien Williams","MIA",63,245,NA,NA,NA,NA,NA,72.6,285.9,1.8,18,154.7,0.5,NA,NA,0.9,NA,NA,55.7
"JACOBTAMME","TE","fp","Jacob Tamme","ATL",30,246,NA,NA,NA,NA,NA,NA,NA,NA,39.8,407.7,2.7,NA,NA,1,NA,NA,55.1
"TYRODTAYLOR","QB","fp","Tyrod Taylor","BUF",35,247,124,73,812,5.1,4.1,17.1,79.2,0.6,NA,NA,NA,NA,NA,0.8,NA,NA,54.4
"CHRISJOHNSON","RB","fp","Chris Johnson","ARI",64,248,NA,NA,NA,NA,NA,79,320.5,1.5,15.1,114,0.6,NA,NA,1,NA,NA,54.1
"JIMMYGAROPPOLO","QB","fp","Jimmy Garoppolo","NE",36,249,144.2,85.6,931.4,5.7,4.1,9.7,27.5,0.1,NA,NA,NA,NA,NA,0.8,NA,NA,53.8
"BILALPOWELL","RB","fp","Bilal Powell","NYJ",65,250,NA,NA,NA,NA,NA,55.8,230.7,1.5,25.1,194,0.6,NA,NA,0.8,NA,NA,53.4
"JAVORIUSALLEN","RB","fp","Javorius Allen","BAL",66,251,NA,NA,NA,NA,NA,67.4,292.4,1.9,14.3,112.3,0.5,NA,NA,1.1,NA,NA,52.6
"MAXXWILLIAMS","TE","fp","Maxx Williams","BAL",31,252,NA,NA,NA,NA,NA,NA,NA,NA,32.9,368.6,2.8,NA,NA,0.4,NA,NA,52.6
"JARIUSWRIGHT","WR","fp","Jarius Wright","MIN",87,253,NA,NA,NA,NA,NA,2.8,18.7,0,29,378,2.1,NA,NA,0.2,NA,NA,52.3
"BENJAMINWATSON","TE","fp","Benjamin Watson","NO",32,254,NA,NA,NA,NA,NA,NA,NA,NA,36.1,369.5,2.6,NA,NA,0.4,NA,NA,51.6
"PHILLYBROWN","WR","fp","Philly Brown","CAR",88,255,NA,NA,NA,NA,NA,2.1,14.3,0,27.4,390.1,2.1,NA,NA,1,NA,NA,51.2
"RODSTREATER","WR","fp","Rod Streater","OAK",89,256,NA,NA,NA,NA,NA,0,0.1,0,28.7,393.2,2.1,NA,NA,0.6,NA,NA,51.1
"HARRYDOUGLAS","WR","fp","Harry Douglas","TEN",90,257,NA,NA,NA,NA,NA,0,0,0,32.6,400,2,NA,NA,0.4,NA,NA,50.9
"DAVIDJOHNSON","RB","fp","David Johnson","ARI",67,258,NA,NA,NA,NA,NA,65,256.2,1.9,17,136.4,0.4,NA,NA,1.2,NA,NA,50.8
"NICKTOON","WR","fp","Nick Toon","NO",91,259,NA,NA,NA,NA,NA,0.2,0.6,0,28.7,402.5,2.2,NA,NA,1.6,NA,NA,50.6
"ANDREROBERTS","WR","fp","Andre Roberts","WAS",92,260,NA,NA,NA,NA,NA,1.1,5.4,0,32.5,409.4,1.9,NA,NA,1.4,NA,NA,50.3
"BRENTCELEK","TE","fp","Brent Celek","PHI",33,261,NA,NA,NA,NA,NA,NA,NA,NA,31.1,354.1,2.7,NA,NA,0.9,NA,NA,49.7
"DEANGELOWILLIAMS","RB","fp","DeAngelo Williams","PIT",68,262,NA,NA,NA,NA,NA,77.5,323.4,1.4,10.8,88.6,0.1,NA,NA,0.7,NA,NA,48.9
"ROBERTTURBIN","RB","fp","Robert Turbin","SEA",69,263,NA,NA,NA,NA,NA,60.9,259.4,1.2,15.1,130.5,0.7,NA,NA,0.9,NA,NA,48.9
"BENNYCUNNINGHAM","RB","fp","Benny Cunningham","STL",70,264,NA,NA,NA,NA,NA,43.3,175.8,1,26.3,212.5,0.8,NA,NA,0.5,NA,NA,48.7
"THEORIDDICK","RB","fp","Theo Riddick","DET",71,265,NA,NA,NA,NA,NA,25.7,98,0.6,29.9,260.7,1.7,NA,NA,0.8,NA,NA,48.6
"BRANDENOLIVER","RB","fp","Branden Oliver","SD",72,266,NA,NA,NA,NA,NA,65.5,253.3,2,13.2,105.3,0.3,NA,NA,0.6,NA,NA,48.5
"DEXTERMCCLUSTER","RB","fp","Dexter McCluster","TEN",73,267,NA,NA,NA,NA,NA,37.7,149,0.7,29,245.9,1,NA,NA,0.8,NA,NA,48.1
"JAELENSTRONG","WR","fp","Jaelen Strong","HOU",93,268,NA,NA,NA,NA,NA,0,0,0,28.1,371.8,1.9,NA,NA,0.5,NA,NA,47.9
"RILEYCOOPER","WR","fp","Riley Cooper","PHI",94,269,NA,NA,NA,NA,NA,0,0,0,26.2,356.2,2.2,NA,NA,0.6,NA,NA,47.8
"JUSTINHUNTER","WR","fp","Justin Hunter","TEN",95,270,NA,NA,NA,NA,NA,0,0,0,22,353.2,2,NA,NA,0.2,NA,NA,46.6
"DEVINSMITH","WR","fp","Devin Smith","NYJ",96,271,NA,NA,NA,NA,NA,2.4,15.6,0,23.6,332.3,2.1,NA,NA,0.4,NA,NA,46.4
"VIRGILGREEN","TE","fp","Virgil Green","DEN",34,272,NA,NA,NA,NA,NA,NA,NA,NA,30.7,307.6,2.6,NA,NA,0.3,NA,NA,46
"ANDREHOLMES","WR","fp","Andre Holmes","OAK",97,273,NA,NA,NA,NA,NA,0,0,0,23.1,359.9,1.7,NA,NA,0.2,NA,NA,45.9
"CORDARRELLEPATTERSON","WR","fp","Cordarrelle Patterson","MIN",98,274,NA,NA,NA,NA,NA,8.2,62.9,0.2,24.7,305.8,1.4,NA,NA,0.7,NA,NA,45.3
"MIKETOLBERT","RB","fp","Mike Tolbert","CAR",74,275,NA,NA,NA,NA,NA,48.1,162.9,1.7,18.2,132.2,1,NA,NA,0.2,NA,NA,45.2
"ALBERTWILSON","WR","fp","Albert Wilson","KC",99,276,NA,NA,NA,NA,NA,0,0,0,27.2,349.1,1.8,NA,NA,0.3,NA,NA,45.1
"KAMARAIKEN","WR","fp","Kamar Aiken","BAL",100,277,NA,NA,NA,NA,NA,0,0,0,24.5,316.5,2.4,NA,NA,0.4,NA,NA,45.1
"CROCKETTGILLMORE","TE","fp","Crockett Gillmore","BAL",35,278,NA,NA,NA,NA,NA,NA,NA,NA,26.7,297.2,2.5,NA,NA,0.3,NA,NA,44.4
"CHRISCONLEY","WR","fp","Chris Conley","KC",101,279,NA,NA,NA,NA,NA,0,0,0,26.4,328.7,2,NA,NA,0.4,NA,NA,44.2
"LANCEKENDRICKS","TE","fp","Lance Kendricks","STL",36,280,NA,NA,NA,NA,NA,NA,NA,NA,25.5,266.4,3,NA,NA,0.3,NA,NA,44
"TAYLORGABRIEL","WR","fp","Taylor Gabriel","CLE",102,281,NA,NA,NA,NA,NA,1.4,11.6,0,23.3,329.4,1.7,NA,NA,0.2,NA,NA,43.9
"GARRETTGRAHAM","TE","fp","Garrett Graham","HOU",37,282,NA,NA,NA,NA,NA,NA,NA,NA,30.8,321.9,2.1,NA,NA,0.6,NA,NA,43.9
"ROBHOUSLER","TE","fp","Rob Housler","CLE",38,283,NA,NA,NA,NA,NA,NA,NA,NA,29.5,332,1.9,NA,NA,0.3,NA,NA,43.7
"JAMESWHITE","RB","fp","James White","NE",75,284,NA,NA,NA,NA,NA,42,171.6,0.8,22.4,172.8,0.9,NA,NA,0.6,NA,NA,43.6
"LOUISMURPHY","WR","fp","Louis Murphy","TB",103,285,NA,NA,NA,NA,NA,0,0,0,27.4,341.9,1.6,NA,NA,0.6,NA,NA,42.9
"LOGANPAULSEN","TE","fp","Logan Paulsen","WAS",39,286,NA,NA,NA,NA,NA,NA,NA,NA,31,348,2,NA,NA,2,NA,NA,42.8
"JEFFCUMBERLAND","TE","fp","Jeff Cumberland","NYJ",40,287,NA,NA,NA,NA,NA,NA,NA,NA,24.4,270.6,2.7,NA,NA,0.2,NA,NA,42.7
"STEDMANBAILEY","WR","fp","Stedman Bailey","STL",104,288,NA,NA,NA,NA,NA,0.1,0.5,0,25.3,330.2,1.5,NA,NA,0.2,NA,NA,41.6
"ANDREWQUARLESS","TE","fp","Andrew Quarless","GB",41,289,NA,NA,NA,NA,NA,NA,NA,NA,24.4,272.8,2.5,NA,NA,0.2,NA,NA,41.6
"STEVANRIDLEY","RB","fp","Stevan Ridley","NYJ",76,290,NA,NA,NA,NA,NA,65.6,278.9,1.9,5.5,38,0.1,NA,NA,1.3,NA,NA,41
"GAVINESCOBAR","TE","fp","Gavin Escobar","DAL",42,291,NA,NA,NA,NA,NA,NA,NA,NA,17.6,216.5,3.2,NA,NA,0.3,NA,NA,40.5
"MARQUESSWILSON","WR","fp","Marquess Wilson","CHI",105,292,NA,NA,NA,NA,NA,0,0,0,25.6,298.3,1.8,NA,NA,0.3,NA,NA,40.2
"DARRENFELLS","TE","fp","Darren Fells","ARI",43,293,NA,NA,NA,NA,NA,NA,NA,NA,22.7,253.2,2.5,NA,NA,0.3,NA,NA,40
"CAMERONARTISPAYNE","RB","fp","Cameron Artis-Payne","CAR",77,294,NA,NA,NA,NA,NA,53.8,220.8,1.5,7.6,63,0.1,NA,NA,0.4,NA,NA,37.5
"HAKEEMNICKS","WR","fp","Hakeem Nicks","TEN",106,295,NA,NA,NA,NA,NA,0,0,0,22.9,290.2,1.4,NA,NA,0.2,NA,NA,36.9
"SCOTTCHANDLER","TE","fp","Scott Chandler","NE",44,296,NA,NA,NA,NA,NA,NA,NA,NA,21.7,244.2,2.1,NA,NA,0.2,NA,NA,36.6
"CHRISPOLK","RB","fp","Chris Polk","HOU",78,297,NA,NA,NA,NA,NA,48.4,209.9,1.5,7.9,63.2,0.2,NA,NA,0.7,NA,NA,36.1
"JACQUIZZRODGERS","RB","fp","Jacquizz Rodgers","CHI",79,298,NA,NA,NA,NA,NA,41.9,164.5,1,17.8,124.9,0.4,NA,NA,0.8,NA,NA,36.1
"TEDGINN","WR","fp","Ted Ginn","CAR",107,299,NA,NA,NA,NA,NA,3.1,22.2,0,18.8,269.9,1.5,NA,NA,1.3,NA,NA,35.8
"KHIRYROBINSON","RB","fp","Khiry Robinson","NO",80,300,NA,NA,NA,NA,NA,43.5,196.1,1.8,8.9,72.5,0.3,NA,NA,2,NA,NA,35.7
"CLIVEWALFORD","TE","fp","Clive Walford","OAK",45,301,NA,NA,NA,NA,NA,NA,NA,NA,22.1,256.7,1.7,NA,NA,0.2,NA,NA,35.6
"TOBYGERHART","RB","fp","Toby Gerhart","JAC",81,302,NA,NA,NA,NA,NA,37.1,148.1,1.1,16,129.2,0.4,NA,NA,0.9,NA,NA,35.2
"DIONSIMS","TE","fp","Dion Sims","MIA",46,303,NA,NA,NA,NA,NA,NA,NA,NA,22.9,249.5,1.7,NA,NA,0.3,NA,NA,34.7
"JUSTINHARDY","WR","fp","Justin Hardy","ATL",108,304,NA,NA,NA,NA,NA,0,0,0,21.4,266.1,1.4,NA,NA,0.2,NA,NA,34.6
"MARLONBROWN","WR","fp","Marlon Brown","BAL",109,305,NA,NA,NA,NA,NA,0,0.1,0,20.4,245.9,1.6,NA,NA,0.2,NA,NA,34
"ACESAND","WR","fp","Ace Sand","ers",110,306,NA,NA,NA,NA,NA,0,0,0,31,320,1,NA,NA,2,NA,NA,34
"DEANTHONYTHOMAS","RB","fp","De'Anthony Thomas","KC",82,307,NA,NA,NA,NA,NA,14,80.9,0.2,22,165.5,1.1,NA,NA,0,NA,NA,32.7
"BOBBYRAINEY","RB","fp","Bobby Rainey","TB",83,308,NA,NA,NA,NA,NA,40.7,175.9,1.2,14,114.3,0.3,NA,NA,2.7,NA,NA,32.5
"BRANDONBOLDEN","RB","fp","Brandon Bolden","NE",84,309,NA,NA,NA,NA,NA,42.6,170.5,1.4,10.2,69.6,0.2,NA,NA,0.6,NA,NA,32.4
"JAYAJAYI","RB","fp","Jay Ajayi","MIA",85,310,NA,NA,NA,NA,NA,41.1,170.9,1.1,11,81.3,0.2,NA,NA,0.3,NA,NA,32
