"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"JEFFCUMBERLAND","TE","cbs","Jeff Cumberland","NYJ",27,261,NA,NA,NA,NA,NA,NA,NA,NA,23.6,299,6.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6
"MYCHALRIVERA","TE","cbs","Mychal Rivera","OAK",28,262,NA,NA,NA,NA,NA,NA,NA,NA,40.4,363,5.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4
"MARQISELEE","WR","cbs","Marqise Lee","JAC",83,263,NA,NA,NA,NA,NA,NA,NA,NA,48.4,558,1.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2
"TONYMOEAKI","TE","cbs","Tony Moeaki","ATL",29,264,NA,NA,NA,NA,NA,NA,NA,NA,36.1,453,3.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2
"DENARDROBINSON","RB","cbs","Denard Robinson","JAC",59,265,NA,NA,NA,NA,NA,86,429,3.6,20.2,110,0.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8
"LORENZOTALIAFERRO","RB","cbs","Lorenzo Taliaferro","BAL",60,266,NA,NA,NA,NA,NA,77,349,3.1,16.7,181,0.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2
"JIMMYGAROPPOLO","QB","cbs","Jimmy Garoppolo","NE",33,267,138,84,876,5.6,3.4,8.1,24.1,0.2,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"ANDREHOLMES","WR","cbs","Andre Holmes","OAK",84,268,NA,NA,NA,NA,NA,NA,NA,NA,25.3,522,2.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"BRANDENOLIVER","RB","cbs","Branden Oliver","SD",61,269,NA,NA,NA,NA,NA,76,301,4,22.2,169,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8
"DANNYAMENDOLA","WR","cbs","Danny Amendola","NE",85,270,NA,NA,NA,NA,NA,NA,NA,NA,43.9,456,3.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8
"JAMESSTARKS","RB","cbs","James Starks","GB",62,271,NA,NA,NA,NA,NA,87,401,2.3,16.1,123,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"JEFFJANIS","WR","cbs","Jeff Janis","GB",86,272,NA,NA,NA,NA,NA,NA,NA,NA,31.3,437,3.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8
"MATTSPAETH","TE","cbs","Matt Spaeth","PIT",30,273,NA,NA,NA,NA,NA,NA,NA,NA,41.2,424,3.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2
"TYRODTAYLOR","QB","cbs","Tyrod Taylor","BUF",34,274,130,75,861,5.4,4,11.6,48.9,0.2,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8
"DUKEJOHNSON","RB","cbs","Duke Johnson","CLE",63,275,NA,NA,NA,NA,NA,87,333,3.9,13.1,125,0.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4
"LARRYDONNELL","TE","cbs","Larry Donnell","NYG",31,276,NA,NA,NA,NA,NA,NA,NA,NA,45.2,463,3.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4
"RILEYCOOPER","WR","cbs","Riley Cooper","PHI",87,277,NA,NA,NA,NA,NA,NA,NA,NA,32.7,445,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2
"DARRENFELLS","TE","cbs","Darren Fells","ARZ",32,278,NA,NA,NA,NA,NA,NA,NA,NA,26.3,314,5.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
"LOUISMURPHY","WR","cbs","Louis Murphy","TB",88,279,NA,NA,NA,NA,NA,NA,NA,NA,36,450,2.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8
"DONTEMONCRIEF","WR","cbs","Donte Moncrief","IND",89,280,NA,NA,NA,NA,NA,NA,NA,NA,32.1,446,2.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6
"CROCKETTGILLMORE","TE","cbs","Crockett Gillmore","BAL",33,281,NA,NA,NA,NA,NA,NA,NA,NA,36.2,394,3.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6
"HARRYDOUGLAS","WR","cbs","Harry Douglas","TEN",90,282,NA,NA,NA,NA,NA,NA,NA,NA,36.4,490,2.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2
"CHRISHOGAN","WR","cbs","Chris Hogan","BUF",91,283,NA,NA,NA,NA,NA,NA,NA,NA,37.8,430,3.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6
"DEVINSMITH","WR","cbs","Devin Smith","NYJ",92,284,NA,NA,NA,NA,NA,NA,NA,NA,31.9,438,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6
"NICKTOON","WR","cbs","Nick Toon","NO",93,285,NA,NA,NA,NA,NA,NA,NA,NA,38.4,505,2.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4
"NATEWASHINGTON","WR","cbs","Nate Washington","HOU",94,286,NA,NA,NA,NA,NA,NA,NA,NA,35.2,481,1.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2
"CECILSHORTS","WR","cbs","Cecil Shorts","HOU",95,287,NA,NA,NA,NA,NA,NA,NA,NA,42.1,499,1.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6
"GAVINESCOBAR","TE","cbs","Gavin Escobar","DAL",34,288,NA,NA,NA,NA,NA,NA,NA,NA,28.2,324,4.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6
"LUKEWILLSON","TE","cbs","Luke Willson","SEA",35,289,NA,NA,NA,NA,NA,NA,NA,NA,26.6,409,2.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4
"BENJAMINWATSON","TE","cbs","Benjamin Watson","NO",36,290,NA,NA,NA,NA,NA,NA,NA,NA,40.4,417,2.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4
"BRENTCELEK","TE","cbs","Brent Celek","PHI",37,291,NA,NA,NA,NA,NA,NA,NA,NA,33.3,444,2.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8
"DANNYWOODHEAD","RB","cbs","Danny Woodhead","SD",64,292,NA,NA,NA,NA,NA,50,202,1.3,37.5,280,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2
"BILALPOWELL","RB","cbs","Bilal Powell","NYJ",65,293,NA,NA,NA,NA,NA,78,343,2.1,18.2,154,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8
"JERICKMCKINNON","RB","cbs","Jerick McKinnon","MIN",66,294,NA,NA,NA,NA,NA,60,299,3.3,22.9,133,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6
"RYANFITZPATRICK","QB","cbs","Ryan Fitzpatrick","NYJ",35,295,116,64,777,5.3,4.8,5.1,25,0.3,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8
"BRANDONBOLDEN","RB","cbs","Brandon Bolden","NE",67,296,NA,NA,NA,NA,NA,84,313,2.4,19,127,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"ROBERTTURBIN","RB","cbs","Robert Turbin","SEA",68,297,NA,NA,NA,NA,NA,65,313,2.2,11.2,112,1.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8
"MIKETOLBERT","RB","cbs","Mike Tolbert","CAR",69,298,NA,NA,NA,NA,NA,75,220,1.8,23.4,183,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4
"JEREMYKERLEY","WR","cbs","Jeremy Kerley","NYJ",96,299,NA,NA,NA,NA,NA,NA,NA,NA,33.2,388,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4
"ANDREROBERTS","WR","cbs","Andre Roberts","WAS",97,300,NA,NA,NA,NA,NA,NA,NA,NA,36.6,454,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"JACQUIZZRODGERS","RB","cbs","Jacquizz Rodgers","CHI",70,301,NA,NA,NA,NA,NA,65,255,1.9,31.6,185,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6
"TYLERLOCKETT","WR","cbs","Tyler Lockett","SEA",98,302,NA,NA,NA,NA,NA,NA,NA,NA,26.7,391,2.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4
"ANDREWQUARLESS","TE","cbs","Andrew Quarless","GB",38,303,NA,NA,NA,NA,NA,NA,NA,NA,31.4,335,3.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2
"KAMARAIKEN","WR","cbs","Kamar Aiken","BAL",99,304,NA,NA,NA,NA,NA,NA,NA,NA,23,317,3.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
"ERICEBRON","TE","cbs","Eric Ebron","DET",39,305,NA,NA,NA,NA,NA,NA,NA,NA,39.4,402,1.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8
"RICHARDRODGERS","TE","cbs","Richard Rodgers","GB",40,306,NA,NA,NA,NA,NA,NA,NA,NA,29.7,320,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6
"KHIRYROBINSON","RB","cbs","Khiry Robinson","NO",71,307,NA,NA,NA,NA,NA,71,354,2.8,10.4,72,0.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4
"JACEAMARO","TE","cbs","Jace Amaro","NYJ",41,308,NA,NA,NA,NA,NA,NA,NA,NA,39.4,381,2.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2
"BOBBYRAINEY","RB","cbs","Bobby Rainey","TB",72,309,NA,NA,NA,NA,NA,65,298,2.4,22.4,201,0.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6
"GARRETTGRAHAM","TE","cbs","Garrett Graham","HOU",42,310,NA,NA,NA,NA,NA,NA,NA,NA,32.9,362,2.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"MARQUESSWILSON","WR","cbs","Marquess Wilson","CHI",100,311,NA,NA,NA,NA,NA,NA,NA,NA,38.6,361,2.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8
"JACOBTAMME","TE","cbs","Jacob Tamme","ATL",43,312,NA,NA,NA,NA,NA,NA,NA,NA,39.8,399,2.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8
"DEXTERMCCLUSTER","RB","cbs","Dexter McCluster","TEN",73,313,NA,NA,NA,NA,NA,44.8,171,1.2,32,275,1.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2
"DARRELYOUNG","RB","cbs","Darrel Young","WAS",74,314,NA,NA,NA,NA,NA,10.2,35,3.5,11.5,101,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"HAKEEMNICKS","WR","cbs","Hakeem Nicks","TEN",101,315,NA,NA,NA,NA,NA,NA,NA,NA,26.3,370,1.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2
"DEREKCARRIER","TE","cbs","Derek Carrier","WAS",44,316,NA,NA,NA,NA,NA,NA,NA,NA,33.6,370,1.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8
"TERRANCEWEST","RB","cbs","Terrance West","CLE",75,317,NA,NA,NA,NA,NA,65,267,2,11.6,94,1.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2
"JAELENSTRONG","WR","cbs","Jaelen Strong","HOU",102,318,NA,NA,NA,NA,NA,NA,NA,NA,27,354,1.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2
"TEDGINN","WR","cbs","Ted Ginn","CAR",103,319,NA,NA,NA,NA,NA,NA,NA,NA,26,393,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"ALBERTWILSON","WR","cbs","Albert Wilson","KC",104,320,NA,NA,NA,NA,NA,NA,NA,NA,25.8,396,1.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8
"SCOTTCHANDLER","TE","cbs","Scott Chandler","NE",45,321,NA,NA,NA,NA,NA,NA,NA,NA,30,347,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6
"JIMDRAY","TE","cbs","Jim Dray","CLE",46,322,NA,NA,NA,NA,NA,NA,NA,NA,27.7,357,1.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4
"STEVANRIDLEY","RB","cbs","Stevan Ridley","NYJ",76,323,NA,NA,NA,NA,NA,62,289,2.8,7.6,53,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2
"JOHNNYMANZIEL","QB","cbs","Johnny Manziel","CLE",36,324,102,56,766,3.5,3.4,9.8,39.4,0.4,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8
"COREYFULLER","WR","cbs","Corey Fuller","DET",105,325,NA,NA,NA,NA,NA,NA,NA,NA,25.6,372,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"MARCELREECE","RB","cbs","Marcel Reece","OAK",77,326,NA,NA,NA,NA,NA,27.5,124,0.7,36.2,288,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8
"DERRICKCOLEMAN","RB","cbs","Derrick Coleman","SEA",78,327,NA,NA,NA,NA,NA,1.9,3.7,0,13,162,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6
"KIRKCOUSINS","QB","cbs","Kirk Cousins","WAS",37,328,102,65,806,3.7,4.7,3.6,12.4,0.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4
"ANTHONYFASANO","TE","cbs","Anthony Fasano","TEN",47,329,NA,NA,NA,NA,NA,NA,NA,NA,18.7,204,4.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"DANIELFELLS","TE","cbs","Daniel Fells","NYG",48,330,NA,NA,NA,NA,NA,NA,NA,NA,25.3,276,3.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"ROBHOUSLER","TE","cbs","Rob Housler","CLE",49,331,NA,NA,NA,NA,NA,NA,NA,NA,27.7,334,1.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"KENBRELLTHOMPKINS","WR","cbs","Kenbrell Thompkins","OAK",106,332,NA,NA,NA,NA,NA,NA,NA,NA,26.3,342,1.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8
"QUINTONPATTON","WR","cbs","Quinton Patton","SF",107,333,NA,NA,NA,NA,NA,NA,NA,NA,23.6,350,1.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8
"DEANTHONYTHOMAS","WR","cbs","De'Anthony Thomas","KC",108,334,NA,NA,NA,NA,NA,NA,NA,NA,26.8,260,1.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6
"MARCEDESLEWIS","TE","cbs","Marcedes Lewis","JAC",50,335,NA,NA,NA,NA,NA,NA,NA,NA,19.6,260,2.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4
"EDDICKSON","TE","cbs","Ed Dickson","CAR",51,336,NA,NA,NA,NA,NA,NA,NA,NA,27.7,303,2.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8
"CHRISJOHNSON","RB","cbs","Chris Johnson","ARZ",79,337,NA,NA,NA,NA,NA,62,224,1.8,11.9,95,0.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4
"DANTEROSARIO","TE","cbs","Dante Rosario","CHI",52,338,NA,NA,NA,NA,NA,NA,NA,NA,30.2,300,2.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2
"DIONSIMS","TE","cbs","Dion Sims","MIA",53,339,NA,NA,NA,NA,NA,NA,NA,NA,29.2,299,1.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8
"MAXXWILLIAMS","TE","cbs","Maxx Williams","BAL",54,340,NA,NA,NA,NA,NA,NA,NA,NA,24.2,254,2.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2
"CJFIEDOROWICZ","TE","cbs","C.J. Fiedorowicz","HOU",55,341,NA,NA,NA,NA,NA,NA,NA,NA,25.7,255,2.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2
"BRUCEMILLER","RB","cbs","Bruce Miller","SF",80,342,NA,NA,NA,NA,NA,7.5,14.3,0.1,28.5,285,2.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"JASONAVANT","WR","cbs","Jason Avant","KC",109,343,NA,NA,NA,NA,NA,NA,NA,NA,33,304,1.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8
"JARONBROWN","WR","cbs","Jaron Brown","ARZ",110,344,NA,NA,NA,NA,NA,NA,NA,NA,19.3,298,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2
"JEREMYROSS","WR","cbs","Jeremy Ross","DET",111,345,NA,NA,NA,NA,NA,NA,NA,NA,24.4,331,1.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8
"JAMESOSHAUGHNESSY","TE","cbs","James O'Shaughnessy","KC",56,346,NA,NA,NA,NA,NA,NA,NA,NA,28.9,260,2.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6
"MARLONBROWN","WR","cbs","Marlon Brown","BAL",112,347,NA,NA,NA,NA,NA,NA,NA,NA,24.6,273,1.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"JERMAINEGRESHAM","TE","cbs","Jermaine Gresham","ARZ",57,348,NA,NA,NA,NA,NA,NA,NA,NA,22.9,222,2.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"DEANGELOWILLIAMS","RB","cbs","DeAngelo Williams","PIT",81,349,NA,NA,NA,NA,NA,60,239,2,7.9,85,0.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6
"RICARDOLOCKETTE","WR","cbs","Ricardo Lockette","SEA",113,350,NA,NA,NA,NA,NA,NA,NA,NA,19,270,1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4
"RYANHEWITT","TE","cbs","Ryan Hewitt","CIN",58,351,NA,NA,NA,NA,NA,NA,NA,NA,22.5,230,1.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4
"MARKSANCHEZ","QB","cbs","Mark Sanchez","PHI",38,352,53,32.9,422,2.7,1.7,6,16.7,0.1,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2
"MICHAELCAMPANARO","WR","cbs","Michael Campanaro","BAL",114,353,NA,NA,NA,NA,NA,NA,NA,NA,17.6,229,1.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2
"JAMESCASEY","TE","cbs","James Casey","DEN",59,354,NA,NA,NA,NA,NA,NA,NA,NA,5.9,103,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6
"TOBYGERHART","RB","cbs","Toby Gerhart","JAC",82,355,NA,NA,NA,NA,NA,37.6,141,1.6,16.5,147,0.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4
"BRANDONTATE","WR","cbs","Brandon Tate","CIN",115,356,NA,NA,NA,NA,NA,NA,NA,NA,20,248,1.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"TYLERCLUTTS","RB","cbs","Tyler Clutts","DAL",83,357,NA,NA,NA,NA,NA,8.6,40.5,0.3,10.3,46,3.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2
"LEESMITH","TE","cbs","Lee Smith","OAK",60,358,NA,NA,NA,NA,NA,NA,NA,NA,22.6,189,1.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6
"BRANDONPETTIGREW","TE","cbs","Brandon Pettigrew","DET",61,359,NA,NA,NA,NA,NA,NA,NA,NA,22.3,221,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2
"JAMESDEVELIN","RB","cbs","James Develin","NE",84,360,NA,NA,NA,NA,NA,7.4,15.3,0.7,16.9,130,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2
"AUSTINJOHNSON","RB","cbs","Austin Johnson","NO",85,361,NA,NA,NA,NA,NA,20.1,60,0.2,7.5,61,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"BRANDONMYERS","TE","cbs","Brandon Myers","TB",62,362,NA,NA,NA,NA,NA,NA,NA,NA,17.7,196,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"ANTHONYSHERMAN","RB","cbs","Anthony Sherman","KC",86,363,NA,NA,NA,NA,NA,2.7,9.5,0,16.6,124,1.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8
"TYLERKROFT","TE","cbs","Tyler Kroft","CIN",63,364,NA,NA,NA,NA,NA,NA,NA,NA,17.5,165,1.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8
"VANCEMCDONALD","TE","cbs","Vance McDonald","SF",64,365,NA,NA,NA,NA,NA,NA,NA,NA,19.7,216,1.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6
"PATRICKDIMARCO","RB","cbs","Patrick DiMarco","ATL",87,366,NA,NA,NA,NA,NA,0,0,0,17.2,128,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"JOHNKUHN","RB","cbs","John Kuhn","GB",88,367,NA,NA,NA,NA,NA,28.5,103,1.5,10,59,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6
"ZACHLINE","RB","cbs","Zach Line","MIN",89,368,NA,NA,NA,NA,NA,17.7,88,0.7,12.1,97,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8
"KYLEJUSZCZYK","RB","cbs","Kyle Juszczyk","BAL",90,369,NA,NA,NA,NA,NA,0,0,0,24.5,216,1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8
"MARQUEISGRAY","TE","cbs","MarQueis Gray","BUF",65,370,NA,NA,NA,NA,NA,NA,NA,NA,13.7,145,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2
"TOMMYBOHANON","RB","cbs","Tommy Bohanon","NYJ",91,371,NA,NA,NA,NA,NA,16.7,66,0.2,15.6,135,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4
"FREDJACKSON","RB","cbs","Fred Jackson","BUF",92,372,NA,NA,NA,NA,NA,19.9,87,0.8,5.8,50,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2
"JALSTONFOWLER","RB","cbs","Jalston Fowler","TEN",93,373,NA,NA,NA,NA,NA,17.8,75,0.4,9.3,82,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"ZACSTACY","RB","cbs","Zac Stacy","NYJ",94,374,NA,NA,NA,NA,NA,33.2,155,0.7,3.7,28.7,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"CHRISPOLK","RB","cbs","Chris Polk","HOU",95,375,NA,NA,NA,NA,NA,25.4,100,0.8,5.5,42.7,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2
"MATTASIATA","RB","cbs","Matt Asiata","MIN",96,376,NA,NA,NA,NA,NA,11.9,55,0.9,5.1,39.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
"KENNYHILLIARD","RB","cbs","Kenny Hilliard","HOU",97,377,NA,NA,NA,NA,NA,23.3,99,0.5,5.3,43.2,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
"JAYPROSCH","RB","cbs","Jay Prosch","HOU",98,378,NA,NA,NA,NA,NA,12.3,52,0.3,6.4,77,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
"ANTONESMITH","RB","cbs","Antone Smith","ATL",99,379,NA,NA,NA,NA,NA,4.6,43.1,0.5,2,34,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
"WILLJOHNSON","RB","cbs","Will Johnson","PIT",100,380,NA,NA,NA,NA,NA,2.8,4.8,0,11.4,82,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
"JOHNPHILLIPS","TE","cbs","John Phillips","SD",66,381,NA,NA,NA,NA,NA,NA,NA,NA,6.8,69,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
"MILESAUSTIN","WR","cbs","Miles Austin","PHI",116,382,NA,NA,NA,NA,NA,NA,NA,NA,5.7,72,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"TAYLORGABRIEL","WR","cbs","Taylor Gabriel","CLE",117,383,NA,NA,NA,NA,NA,NA,NA,NA,5,83,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
"JAMESJONES","WR","cbs","James Jones","NYG",118,384,NA,NA,NA,NA,NA,NA,NA,NA,5.6,69,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
"MONTEEBALL","RB","cbs","Montee Ball","DEN",101,385,NA,NA,NA,NA,NA,17.7,79,0.5,2.3,14.7,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
"DARYLRICHARDSON","RB","cbs","Daryl Richardson","NYJ",102,386,NA,NA,NA,NA,NA,14.3,66,0.3,1.8,17.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
"TRENTRICHARDSON","RB","cbs","Trent Richardson","OAK",103,387,NA,NA,NA,NA,NA,19.8,79,0.4,1.9,12.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"JEROMEFELTON","RB","cbs","Jerome Felton","BUF",104,388,NA,NA,NA,NA,NA,12.3,75,0.1,6.3,38.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"CHRISTIANPONDER","QB","cbs","Christian Ponder","OAK",39,389,9,5.1,45.6,0.4,0.4,4.6,17,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"TRAVISBENJAMIN","WR","cbs","Travis Benjamin","CLE",119,390,NA,NA,NA,NA,NA,NA,NA,NA,2.7,52,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
